;KO;odds_ratio_log10_corr
918;K01772;-0.1949601023523624
919;K01775;-0.009659028467668
920;K01776;0.2934056074482246
921;K01777;0.2733248492414307
922;K01778;-0.2174132179729059
923;K01779;-0.0705879994518529
924;K01782;-0.1286228228209169
925;K01783;-0.0925452076056063
926;K01784;-0.3024650192712288
927;K01785;0.3243173397896109
928;K01788;0.7643089908897591
929;K01790;0.1247757437439723
930;K01791;0.1079236830080087
931;K01792;-0.5825890713629842
932;K01796;0.4385698366485145
933;K01799;-0.0906194374534665
934;K01800;-1.8851323746864588
935;K01801;-1.891539593692385
936;K01802;0.0126601620352027
937;K01803;0.4600844165589982
938;K01804;0.7124425781559429
939;K01805;0.278979854920907
940;K01807;-0.7232385790629555
941;K01808;0.3311569670499596
942;K01809;0.6913896936976514
943;K01810;-0.0030058301667852
944;K01811;0.3607084737015433
945;K01812;-0.1976778089942988
946;K01813;0.016907017459058
947;K01814;0.1719577951785434
948;K01815;-0.102402950177554
949;K01816;-0.1198425431501485
950;K01817;0.1282096829116423
951;K01818;0.4801006285200843
952;K01820;0.4167208118787007
953;K01821;0.2183840061460005
954;K01822;0.0366288953621611
955;K01823;0.5425771051036736
956;K01825;-3.0
957;K01826;-0.4782374886270936
958;K01829;0.0359828926762711
959;K01834;0.5833739106496539
960;K01835;0.6032591485055752
961;K01838;-0.190680913813169
962;K01839;0.021548747914552
963;K01840;-0.0407512812875363
964;K01841;0.0542026351657507
965;K01843;-0.0672952007860049
966;K01844;1.3537363461799845
967;K01845;-0.3422048411577684
968;K01847;-0.793263200879939
969;K01848;0.3603682721483379
970;K01849;0.3342106763573078
971;K01851;-3.0
972;K01854;0.4852748035226015
973;K01856;-0.1797874046156449
974;K01857;0.1893172486069416
975;K01858;0.2184439278962363
976;K01866;0.1233849085396782
977;K01867;-0.5672284630819437
978;K01868;-0.7054852519196578
979;K01872;-0.2696476300561498
980;K01873;-0.847738702748461
981;K01874;-0.7646870871245375
982;K01875;-0.6896566849958772
983;K01876;1.2063391723691814
984;K01878;-0.755277984559027
985;K01879;-0.5882654047275907
986;K01880;0.7616916215557767
987;K01881;-0.915909544642464
988;K01885;-0.2909702551324622
989;K01886;-0.8295490082970114
990;K01887;-1.0345492689690403
991;K01893;-0.0326113686671314
992;K01894;-2.4357697980932063
993;K01895;-0.5829812538314679
994;K01897;-0.4091922583237892
995;K01902;-0.5604609256626075
996;K01903;-0.5300843050422167
997;K01905;-0.5459530490585399
998;K01906;1.4017219874220437
999;K01907;0.2429074141592444
1000;K01908;-0.3744120269368125
1001;K01910;0.3954150336415339
1002;K01911;0.5256209913295662
1003;K01912;0.0732361260798975
1004;K01914;-0.0494914041351607
1005;K01915;-0.6493208326814469
1006;K01916;-0.245938086548994
1007;K01918;-0.1373757085253222
1008;K01919;-0.2897111145267759
1009;K01920;-1.3942221257127112
1010;K01921;-0.4974308902230122
1011;K01923;0.0459622981484855
1012;K01924;0.6548870194980331
1013;K01926;1.4502035871745258
1014;K01928;-0.1687288503964135
1015;K01929;-0.0598561099692596
1016;K01934;0.3187417877184361
1017;K01935;-0.1935464482972008
1018;K01937;-0.2984677788993808
1019;K01938;0.0975563417336439
1020;K01939;-0.2733702787465339
1021;K01940;-0.3968196095162254
1022;K01941;0.1923573290902068
1023;K01945;0.731624688465795
1024;K01947;-0.993245672850569
1025;K01950;-0.0365288564007503
1026;K01951;0.4047808956678289
1027;K01952;-0.6916911912197821
1028;K01953;-0.0917729994670216
1029;K01955;-0.3418361925738543
1030;K01956;-0.6000981477092865
1031;K01958;0.5260838851555489
1032;K01959;0.6105852265903577
1033;K01960;-1.1114058443569617
1034;K01961;-0.5486860088866231
1035;K01962;-0.4394767145518289
1036;K01963;-0.463903352896273
1037;K01965;0.0118264766012845
1038;K01966;0.320378086766741
1039;K01968;-0.1485028549090386
1040;K01969;-0.0639823106668742
1041;K01971;0.7198960801183278
1042;K01972;-0.0817016115741877
1043;K01974;-1.412906915133702
1044;K01975;-0.0921272982144959
1045;K01989;0.2561597260081995
1046;K01990;0.9720484774455384
1047;K01991;-3.0
1048;K01992;0.547234691960183
1049;K01993;-1.123832375807969
1050;K01994;1.4706734981689198
1051;K01995;0.3302372667497674
1052;K01996;0.5593919402598384
1053;K01997;0.5955006627542601
1054;K01998;0.3958645054873522
1055;K01999;0.4061349760079172
1056;K02000;0.4397863725953927
1057;K02001;0.3757740231344566
1058;K02002;0.4391180684333058
1059;K02003;0.1188924327963849
1060;K02004;0.4406914419568815
1061;K02005;-0.1809237157832324
1062;K02006;0.4308546590465383
1063;K02007;0.3421371269457606
1064;K02008;0.4410291588073662
1065;K02009;0.2895571022633919
1066;K02010;0.051896411243431
1067;K02011;0.3713406702849994
1068;K02012;0.1600894465527814
1069;K02013;-0.3543068748110304
1070;K02014;-1.3602375802951143
1071;K02015;-0.5755739109739443
1072;K02016;-0.6545624843114065
1073;K02017;-0.6026623416074673
1074;K02018;-0.4493451753180938
1075;K02019;-0.6661114736891619
1076;K02020;0.1429801510229607
1077;K02021;0.7781265920738057
1078;K02022;-0.8388118458093218
1079;K02024;-3.0
1080;K02025;0.7810901968812884
1081;K02026;0.7131583173400086
1082;K02027;0.6738792994450646
1083;K02028;0.4922954497818392
1084;K02029;0.9401081735553796
1085;K02030;0.5483954137055546
1086;K02031;0.1187784279034815
1087;K02032;-0.0527653005170305
1088;K02033;0.4623129005180816
1089;K02034;0.4974598297528241
1090;K02035;0.288738967793963
1091;K02036;0.0282008272442591
1092;K02037;0.2534863634318162
1093;K02038;0.263782741798219
1094;K02039;0.2372512593158233
1095;K02040;0.110466164885963
1096;K02041;-0.0805448091203732
1097;K02042;-0.007771624756721
1098;K02043;-0.8942123010110496
1099;K02044;-0.1150902115259254
1100;K02045;-0.3346043613662636
1101;K02046;-0.4387888859889917
1102;K02047;-0.4735680632366653
1103;K02048;-0.1181703739258014
1104;K02049;0.0927825467365004
1105;K02050;0.1587704719109768
1106;K02051;0.1762082407350157
1107;K02052;0.4085478920943931
1108;K02053;0.3036885622287762
1109;K02054;0.213382276010847
1110;K02055;-0.0852540238126642
1111;K02056;0.747914225705609
1112;K02057;0.6585953875320704
1113;K02058;0.5254523834832718
1114;K02062;-0.0511960585590816
1115;K02063;-0.0482953333089426
1116;K02064;-0.0687995398580367
1117;K02065;-0.6481031079968633
1118;K02066;-1.3618333113021197
1119;K02067;-2.0980665902079987
1120;K02068;0.3286246417849061
1121;K02069;0.6583431948078649
1122;K02071;0.3887543533169929
1123;K02072;0.5685461730801051
1124;K02073;0.5334134168194549
1125;K02074;0.705467994474453
1126;K02075;0.1697519541179141
1127;K02076;0.8284367091717255
1128;K02077;0.1112498996565356
1129;K02078;0.1870866433571444
1130;K02081;0.3519708220399501
1131;K02082;0.3367616143655056
1132;K02083;0.6775718596347884
1133;K02086;1.4688453745973629
1134;K02099;0.0978370026490156
1135;K02100;-0.3576429161378546
1136;K02103;1.0125891273080203
1137;K02106;-0.0240942897133452
1138;K02108;0.4053306141823568
1139;K02109;1.0798285116507629
1140;K02110;0.4320217150203188
1141;K02111;0.5965589175699192
1142;K02112;0.416019701130469
1143;K02113;0.2218487496163564
1144;K02114;0.5715367491986411
1145;K02115;0.5995145382941838
1146;K02116;-0.4055828311647484
1147;K02117;-0.0172349065542406
1148;K02118;-0.0479661950077667
1149;K02119;0.0542026351657507
1150;K02120;-0.0581710744217206
1151;K02121;-0.0934676155183566
1152;K02122;-0.015155480190848
1153;K02123;-0.0581710744217206
1154;K02124;-0.0375850966168082
1155;K02160;-0.6860307806915035
1156;K02164;-1.0248985072966668
1157;K02167;-1.1114058443569617
1158;K02168;-0.2069571942150113
1159;K02169;-0.8299602209406842
1160;K02170;-0.7380391986101411
1161;K02171;1.1671618129982946
1162;K02182;-0.2308035922692827
1163;K02188;0.0035650289584163
1164;K02189;-0.349006675937913
1165;K02190;0.2473701991406556
1166;K02191;-0.1592313383314468
1167;K02192;-0.4861251397171617
1168;K02193;-1.2729287021777131
1169;K02194;-1.3636974288804973
1170;K02195;-1.2417566354176883
1171;K02196;-3.0
1172;K02197;-1.2624803874321917
1173;K02198;-1.217748838691105
1174;K02199;-1.0481292815876824
1175;K02200;-0.442651735448004
1176;K02203;-0.8151758478127998
1177;K02204;-0.6136206004695184
1178;K02205;0.1376755580112325
1179;K02217;0.0816568055640518
1180;K02221;0.485630687860708
1181;K02224;-0.0327404882410383
1182;K02225;-1.4541243380980675
1183;K02226;0.4280516834205736
1184;K02227;0.0642097027131126
1185;K02228;0.2809253240850187
1186;K02229;0.2597730063299825
1187;K02230;-0.0285327436084832
1188;K02231;0.066160213836514
1189;K02232;0.0701934411175846
1190;K02233;-0.0561714520933906
1191;K02234;-0.2121265837052784
1192;K02236;1.0344659100319236
1193;K02237;1.316995834674608
1194;K02238;0.0730556934135626
1195;K02239;1.366994397416185
1196;K02240;1.4478499137283232
1197;K02242;1.0466919986204573
1198;K02243;1.975602472727554
1199;K02244;1.9395753376554248
1200;K02245;1.6122539060964374
1201;K02246;0.7165425923927072
1202;K02248;1.545307116465824
1203;K02257;0.00737432900367
1204;K02258;-3.0
1205;K02259;0.0814004357608815
1206;K02274;-0.3603806068916458
1207;K02275;0.2117734810868277
1208;K02276;0.3894938726689271
1209;K02277;-0.0778948478577054
1210;K02278;-0.424312297264637
1211;K02279;-0.0670396769118791
1212;K02280;-1.582132786159573
1213;K02281;-1.4978864707464634
1214;K02282;-0.0521977563620313
1215;K02283;-0.0422173324623724
1216;K02291;0.0483536706334458
1217;K02297;-1.1348342697216824
1218;K02298;-2.0285131569822106
1219;K02299;0.5105450102066121
1220;K02300;-1.2343692083366928
1221;K02302;0.1668121837915851
1222;K02303;0.1649262615976379
1223;K02304;-0.3016075918149566
1224;K02305;-3.0
1225;K02313;0.3851788154022167
1226;K02314;0.0686787739078022
1227;K02315;0.1386918050772825
1228;K02316;-0.2187979981117375
1229;K02335;-0.7077144839516991
1230;K02336;-1.403054723966101
1231;K02337;0.3586408153842957
1232;K02338;0.0237073498176009
1233;K02339;-1.2662535085546909
1234;K02342;0.4411192340678316
1235;K02343;0.328459554558607
1236;K02344;-3.0
1237;K02346;-0.0688387094301422
1238;K02347;0.0435575982321587
1239;K02348;0.1108693090311158
1240;K02351;0.7901424726963396
1241;K02355;0.0927312022473428
1242;K02356;1.0471685094197951
1243;K02358;0.7965013236736782
1244;K02361;-0.0504010428739304
1245;K02362;-0.8151758478127998
1246;K02363;0.4347263807320878
1247;K02364;-0.1459051139010993
1248;K02371;0.1366269911250647
1249;K02372;-0.6081251817716257
1250;K02377;-0.5393669552220108
1251;K02379;0.0907677792311009
1252;K02380;-0.8846443443936373
1253;K02385;0.8890553806782989
1254;K02386;-1.959955358806376
1255;K02387;-0.1638662818429109
1256;K02388;-0.1424594659700174
1257;K02389;-0.1423665520768762
1258;K02390;-0.125864315090265
1259;K02391;-1.9200402156825087
1260;K02392;-1.0606029437112798
1261;K02393;-1.8897751954857445
1262;K02394;-1.9500151607501297
1263;K02395;-0.3272970734814607
1264;K02396;-0.2038029753808672
1265;K02397;-0.1657481867456501
1266;K02398;-0.2381411708458901
1267;K02399;-1.6468969549150976
1268;K02400;-0.180226363849193
1269;K02401;-0.1870055894821582
1270;K02402;-1.3860331980509537
1271;K02403;-1.3278980958235524
1272;K02404;-0.3418585119557026
1273;K02405;0.2044102711456041
1274;K02406;0.0539986198534611
1275;K02407;0.1123529720270565
1276;K02408;-0.1623187517524749
1277;K02409;-0.1555681229456701
1278;K02410;-0.1506277363923404
1279;K02411;-0.0844810237851479
1280;K02412;-0.1589258952895812
1281;K02413;-0.0958491764547706
1282;K02414;0.0090054862868131
1283;K02415;-0.1644152559112577
1284;K02416;-0.2279035830366483
1285;K02417;-0.1275802889307788
1286;K02418;-0.056638983876744
1287;K02419;-0.1555681229456701
1288;K02420;-0.1571780104494988
1289;K02421;-0.1890005752802862
1290;K02422;0.0286289789019557
1291;K02423;0.0558578174650009
1292;K02424;0.7121974658199887
1293;K02426;-0.5777794917754383
1294;K02427;-2.340578540123836
1295;K02428;0.7356516789996854
1296;K02429;-0.9036361549304992
1297;K02431;0.1156273190615153
1298;K02433;0.4478795811946036
1299;K02434;1.018125264334859
1300;K02435;0.8552278798477415
1301;K02437;-0.1641436303604623
1302;K02438;0.2688259318463297
1303;K02439;-3.0
1304;K02440;0.4354872278036826
1305;K02441;-1.2794876888986926
1306;K02442;-3.0
1307;K02443;0.8215499182394673
1308;K02444;-0.1805354710464411
1309;K02445;0.4547482406212725
1310;K02446;0.7427991625022976
1311;K02448;-1.4748811750561737
1312;K02450;-0.8932450523219129
1313;K02451;-0.704315234665202
1314;K02452;-3.0
1315;K02453;-0.8388118458093218
1316;K02454;-1.3113299523037931
1317;K02455;-1.9828409442669408
1318;K02456;-0.5400460733932122
1319;K02457;-1.2343692083366928
1320;K02458;-1.4541243380980675
1321;K02459;-0.9464752037076868
1322;K02460;-3.0
1323;K02461;-1.922924042639506
1324;K02462;-3.0
1325;K02463;-3.0
1326;K02464;-3.0
1327;K02469;-1.2763069285271376
1328;K02470;-1.307702602546094
1329;K02471;-0.6212917088805394
1330;K02472;0.2271169280043463
1331;K02473;-1.6289754182986635
1332;K02474;-0.7466152519452457
1333;K02475;0.91148984846016
1334;K02476;0.798314572405306
1335;K02477;-0.3519189193317415
1336;K02478;0.6535530033905133
1337;K02479;0.8983939078701302
1338;K02480;0.2509259124319796
1339;K02481;-1.374845172858473
1340;K02482;-0.7110796455540385
1341;K02483;0.1029432816170764
1342;K02484;-0.0084634798848401
1343;K02485;0.1529940610916821
1344;K02487;-0.727439732017578
1345;K02488;-0.636349653176261
1346;K02490;1.1301550097018245
1347;K02491;1.134529883088614
1348;K02492;0.3942438631120738
1349;K02493;-1.3672133022701247
1350;K02494;-2.0285131569822106
1351;K02495;-3.0
1352;K02496;-1.0968849447820168
1353;K02497;1.454605447388388
1354;K02498;-2.3517742273077102
1355;K02499;1.091598495625225
1356;K02500;0.046942849920988
1357;K02501;0.0507225442496033
1358;K02502;0.8551325954240225
1359;K02503;-0.2683749389809285
1360;K02504;-3.0
1361;K02505;-3.0
1362;K02507;-1.3866748163855642
1363;K02509;0.1732929281799334
1364;K02510;0.0132575298745905
1365;K02517;-2.45072576577635
1366;K02518;0.4429669784853567
1367;K02519;0.1102154797875936
1368;K02520;0.2784509530660374
1369;K02521;-1.298115256656764
1370;K02523;-1.828118413470712
1371;K02525;0.22229168130381
1372;K02526;0.3553292255644601
1373;K02527;-2.2847910911660607
1374;K02529;0.3341193086093673
1375;K02530;1.6500164459885758
1376;K02532;0.3676421978497683
1377;K02533;-1.7139650821842105
1378;K02535;-2.0251066541362603
1379;K02536;-1.889101520671974
1380;K02538;0.7328620018973334
1381;K02548;0.457606359633558
1382;K02549;0.8373399949872997
1383;K02551;0.495241062708677
1384;K02552;0.4497470820826633
1385;K02553;0.0446755945253479
1386;K02554;0.3809492104225692
1387;K02556;0.0420673588686748
1388;K02557;-0.0016287516402563
1389;K02558;-2.371467551278032
1390;K02560;-3.0
1391;K02563;0.5214587453105316
1392;K02564;0.5730331186284873
1393;K02565;-1.0993994078263751
1394;K02566;0.8950458613232675
1395;K02567;0.3424835106397863
1396;K02568;-1.1007597081614118
1397;K02569;-1.325975829771778
1398;K02570;-1.1104774750015824
1399;K02571;-3.0
1400;K02572;-1.4630215363864034
1401;K02573;-0.6368220975871743
1402;K02574;-0.5005050732741424
1403;K02575;0.1527846132292331
1404;K02584;-1.3996355122346464
1405;K02585;-0.369406584861707
1406;K02587;-0.3995163969069927
1407;K02588;-0.105484457185955
1408;K02591;-0.2604121447557171
1409;K02594;0.0556797165608878
1410;K02598;0.3506061298764074
1411;K02609;0.3064325368138765
1412;K02610;0.2847111686788934
1413;K02611;0.291414226872382
1414;K02612;0.3316382908004273
1415;K02613;0.1572738636526866
1416;K02614;0.1807341372688745
1417;K02615;-0.4383686657276457
1418;K02616;0.1275420487097652
1419;K02617;0.0233464918298294
1420;K02618;0.1496452956697313
1421;K02619;-0.0529407823237241
1422;K02621;-0.9986539456245428
1423;K02622;-0.9986539456245428
1424;K02623;-3.0
1425;K02624;0.1408663468701841
1426;K02625;-3.0
1427;K02647;0.2591013225642969
1428;K02650;-0.0927540532368986
1429;K02651;-0.0086649966716436
1430;K02652;-0.1220239976010826
1431;K02653;-0.2778522898596905
1432;K02654;0.391332173062386
1433;K02655;-1.865629071898472
1434;K02656;-1.369005414281747
1435;K02657;-3.0
1436;K02658;-0.8550171053462244
1437;K02659;-1.0389011835066293
1438;K02660;-0.719647465418718
1439;K02662;-0.1056169243181824
1440;K02663;-0.400640763958037
1441;K02664;-0.4155461339932385
1442;K02665;-0.7504670682389188
1443;K02666;-1.3324841582880265
1444;K02667;-1.7141010432568942
1445;K02668;-1.240986912818182
1446;K02669;-0.1014379363744854
1447;K02670;-3.0
1448;K02671;-1.2943393275940798
1449;K02672;-0.7637343316487786
1450;K02673;-1.2277691166123623
1451;K02674;-0.8942123010110496
1452;K02676;-3.0
1453;K02679;-3.0
1454;K02680;-3.0
1455;K02682;-1.262538437776159
1456;K02686;-1.6198238513740988
1457;K02687;-1.1025409118720582
1458;K02688;-0.6368220975871743
1459;K02742;-3.0
1460;K02744;0.7328620018973334
1461;K02745;0.8864077733086249
1462;K02746;0.853334360190513
1463;K02749;0.8138668026501782
1464;K02750;0.8138668026501782
1465;K02755;0.8639076373388402
1466;K02756;0.7926151878213458
1467;K02757;0.8075205578565472
1468;K02759;0.5434279639368373
1469;K02760;0.5961072034083547
1470;K02761;0.2715205015444931
1471;K02768;0.5772081595212578
1472;K02769;0.5219696356860104
1473;K02770;0.4920048039548739
1474;K02773;0.6652356218181359
1475;K02774;0.5249818703681018
1476;K02775;0.3631779024128256
1477;K02777;0.8242769595859873
1478;K02778;0.0578868630197832
1479;K02779;0.0578868630197832
1480;K02781;0.4070559696654888
1481;K02782;0.3077883270221897
1482;K02783;0.2715205015444931
1483;K02784;-0.1231111992712101
1484;K02790;0.8616324769239925
1485;K02791;0.8616324769239925
1486;K02793;-0.3892811749924495
1487;K02794;0.5060188302495823
1488;K02795;0.5708022975975203
1489;K02796;0.5434279639368373
1490;K02798;1.05515626223484
1491;K02799;1.003634284655094
1492;K02800;0.986026947719752
1493;K02802;1.4191293077419758
1494;K02803;0.6310014423312236
1495;K02804;0.5728894747691323
1496;K02805;-0.347451365095469
1497;K02806;-1.4209335670697458
1498;K02808;1.1980865034097927
1499;K02809;0.7814447782680953
1500;K02810;0.7814447782680953
1501;K02818;0.589391023136933
1502;K02819;0.589391023136933
1503;K02821;0.1116332698287627
1504;K02822;0.5419987397473158
1505;K02823;0.4965501167682218
1506;K02824;0.8674565656202048
1507;K02825;1.5331208641092318
1508;K02826;0.7574463846956724
1509;K02827;1.129821549238499
1510;K02828;1.1629721811243623
1511;K02829;3.0
1512;K02836;0.9399944107424976
1513;K02837;-0.4685317142714846
1514;K02839;0.0280287236002435
1515;K02841;-1.20332384222783
1516;K02843;-0.3217300021401784
1517;K02844;-0.8668854036477054
1518;K02846;0.1011818923853765
1519;K02847;-0.4956143786741211
1520;K02849;-1.637998251269885
1521;K02851;0.6582385975421808
1522;K02855;-0.3415993735009406
1523;K02856;-3.0
1524;K02858;-0.1186168345800738
1525;K02859;1.7568709900646762
1526;K02862;1.1510937622177626
1527;K02897;-0.1040885976351798
1528;K02902;-0.4569178686313755
1529;K02909;-0.2875759034671158
1530;K02911;-0.2016110847891981
1531;K02913;-0.7312152123374258
1532;K02914;0.502658551804835
1533;K02919;-0.0249936683998292
1534;K02945;0.1636085634310517
1535;K02954;-1.217756143835417
1536;K02963;-0.288144610634337
1537;K02970;-0.8490827696484318
1538;K03048;1.2425622042937592
1539;K03060;0.8211001498373518
1540;K03070;-0.5769460067349361
1541;K03071;-1.8043729867813685
1542;K03072;-0.0239518951324076
1543;K03073;0.7679786308835737
1544;K03074;0.0558259531646158
1545;K03077;0.560119300441627
1546;K03078;0.5191401757209356
1547;K03079;0.2915689822289275
1548;K03086;0.0963865320899769
1549;K03087;0.0273473473018786
1550;K03088;0.4649589050061459
1551;K03089;-1.974826688609354
1552;K03090;1.55989594273035
1553;K03091;1.001085366758466
1554;K03092;-0.8899946889017959
1555;K03093;0.9875551805457424
1556;K03095;1.7188511865076257
1557;K03098;-0.7688147781087057
1558;K03100;-0.5854880372961907
1559;K03101;0.1466608306929571
1560;K03111;-0.4784911320776815
1561;K03112;-1.1569288377052305
1562;K03113;-3.0
1563;K03116;-0.4069925443817033
1564;K03117;-0.1847689617802564
1565;K03118;-0.3043374475483559
1566;K03119;0.0397936919448615
1567;K03147;-0.3158791167029002
1568;K03148;0.101050284155284
1569;K03149;-0.0817115807339469
1570;K03150;-0.4449072657386206
1571;K03151;0.3060897944333834
1572;K03152;-0.0829026489436927
1573;K03153;0.3158791167029002
1574;K03154;-0.1322112091803722
1575;K03168;-0.0336610907874257
1576;K03169;-0.6594214598761641
1577;K03179;-0.8842164441517131
1578;K03181;-1.4722493104013352
1579;K03182;-0.4122333106047891
1580;K03183;-0.1030775604971488
1581;K03184;-3.0
1582;K03185;-2.141471448206799
1583;K03186;-0.3308591568449892
1584;K03187;-0.7037246134691735
1585;K03188;-0.0400051616715838
1586;K03189;-0.0371862106098949
1587;K03190;-0.0385667150401516
1588;K03192;-3.0
1589;K03195;-3.0
1590;K03196;-3.0
1591;K03197;-3.0
1592;K03198;-3.0
1593;K03199;-3.0
1594;K03200;-3.0
1595;K03201;-0.9318375015690472
1596;K03203;-3.0
1597;K03204;-3.0
1598;K03205;-0.0375850966168082
1599;K03207;-0.105484457185955
1600;K03208;-1.2060544824331243
1601;K03210;0.2632414347745814
1602;K03212;0.4388128918748483
1603;K03214;-3.0
1604;K03215;0.1514621052112264
1605;K03216;0.0514651733965887
1606;K03217;-0.9326364701806344
1607;K03218;0.3965322457476472
1608;K03219;-3.0
1609;K03222;-3.0
1610;K03223;-1.2074076174467423
1611;K03224;-0.1089931736625543
1612;K03225;-1.4630215363864034
1613;K03226;-3.0
1614;K03227;-3.0
1615;K03228;-3.0
1616;K03229;-3.0
1617;K03230;-3.0
1618;K03265;0.3895569298823502
1619;K03269;-2.4208676263568107
1620;K03270;-1.7688945083700425
1621;K03271;-0.2847927967932956
1622;K03272;-0.322938028008268
1623;K03273;-0.8101216118797808
1624;K03274;-1.662226677361269
1625;K03281;-0.3511852857974137
1626;K03282;0.2788816358835627
1627;K03284;-0.2541404789197355
1628;K03286;-0.8338395266639063
1629;K03289;-1.3860331980509537
1630;K03290;1.381912563237887
1631;K03291;-0.0349506430461552
1632;K03292;-0.0253348191953721
1633;K03293;0.6041984129454855
1634;K03294;-0.06034230476564
1635;K03296;-0.2211905850882854
1636;K03297;-0.0500626155340216
1637;K03298;0.6087807434562575
1638;K03299;0.4429034168592671
1639;K03300;0.5168195685568924
1640;K03301;-1.3123110060736702
1641;K03303;-0.1180593971400588
1642;K03304;-0.3259900816917568
1643;K03305;0.3708516609072695
1644;K03306;-0.1107224766106582
1645;K03307;-0.3200314085857437
1646;K03308;0.1486118707018996
1647;K03309;-0.4294144801404319
1648;K03310;-0.0551856787448229
1649;K03311;0.0994266965925191
1650;K03312;-0.4933999552848612
1651;K03313;-0.0084958408152605
1652;K03314;-1.248715181577985
1653;K03315;-0.3244434427943216
1654;K03316;0.1722698736544917
1655;K03317;-0.3720312333086406
1656;K03319;-0.2347991367388331
1657;K03320;0.0910240344850735
1658;K03321;0.25001345628412
1659;K03322;0.2622179456189795
1660;K03324;-0.1556260860091166
1661;K03325;-0.2970274050241286
1662;K03326;-0.3924968636537752
1663;K03327;-0.2833433887312795
1664;K03328;-0.123116701347641
1665;K03332;-0.0271085214544106
1666;K03333;0.3844709631561526
1667;K03335;0.0939556173840028
1668;K03336;0.3413764616114759
1669;K03337;0.2622407558021252
1670;K03338;0.3612942538132385
1671;K03339;1.818769101291908
1672;K03340;0.5736063831548053
1673;K03342;0.4517263782900857
1674;K03346;1.7298315430583682
1675;K03366;0.4067139329795427
1676;K03367;1.0036401952391036
1677;K03379;0.4496317507672891
1678;K03380;0.5588647175318876
1679;K03381;0.0953676460639726
1680;K03385;-0.5979434251331303
1681;K03386;0.361166611108257
1682;K03387;-0.3603824741913278
1683;K03392;0.3402885513095204
1684;K03394;-0.4315554016741383
1685;K03399;-0.2846789730521374
1686;K03402;1.4074578701084932
1687;K03404;0.2867888997211642
1688;K03405;0.2829071744971251
1689;K03406;-0.4960265128806314
1690;K03407;-0.3548884114872874
1691;K03408;-0.1727633157067538
1692;K03409;0.1857101777575335
1693;K03410;0.2288318507579863
1694;K03411;-0.1255244339079988
1695;K03412;-0.2479183306230826
1696;K03413;-0.3832118077255361
1697;K03414;-1.264182582051724
1698;K03415;-0.1861705479825607
1699;K03417;-0.061493246154713
1700;K03424;0.6859505719491777
1701;K03425;-0.5242212331558469
1702;K03426;0.129400303370662
1703;K03427;0.1221040150093059
1704;K03429;0.5891346331380866
1705;K03430;-0.3851448104316083
1706;K03431;1.3332759811008246
1707;K03432;1.2499895464766744
1708;K03433;1.2430739304132454
1709;K03435;-0.8242829714559741
1710;K03436;1.191234145590525
1711;K03437;0.9041501658526316
1712;K03439;0.0014746855660056
1713;K03442;-0.8422687499953926
1714;K03445;-0.139854031673083
1715;K03446;-0.9992030627005652
1716;K03449;0.4639033528962731
1717;K03451;-0.423730309637931
1718;K03453;-0.0756214352814045
1719;K03455;-0.4899892553510002
1720;K03457;0.2579911891157395
1721;K03458;0.5828667460686207
1722;K03462;-0.2508085025280271
1723;K03464;0.0291582287412134
1724;K03465;0.5439313997534684
1725;K03466;-1.0090838289534108
1726;K03469;-0.2891273513084677
1727;K03471;0.8767812437859739
1728;K03472;-3.0
1729;K03473;-3.0
1730;K03474;-2.87047615884066
1731;K03475;0.5565618584829101
1732;K03476;0.1636879261812551
1733;K03477;-3.0
1734;K03478;-0.0071990492471686
1735;K03480;1.3537363461799845
1736;K03483;1.499429842869404
1737;K03484;0.6529970364789842
1738;K03486;0.6654985215583015
1739;K03488;1.271669048859985
1740;K03489;1.4921850011555384
1741;K03491;1.260766815646726
1742;K03495;-1.0902074215492077
1743;K03496;-0.0380239603594722
1744;K03497;0.0898918267724467
1745;K03498;-0.0140326214004678
1746;K03499;-0.3503230563704259
1747;K03500;1.5144156974942695
1748;K03502;0.002532336515395
1749;K03503;-0.8206353908472138
1750;K03517;-0.0452312096387771
1751;K03518;0.3609977713963717
1752;K03519;0.0443074241654423
1753;K03520;0.2286881741466618
1754;K03521;0.0603200723798851
1755;K03522;0.0684377288772151
1756;K03523;0.9986539456245428
1757;K03524;0.1489305479752389
1758;K03525;-0.2711382328210371
1759;K03526;0.0808834406671576
1760;K03527;-0.0123792798646687
1761;K03528;-1.4104701801277302
1762;K03529;0.7970044117818291
1763;K03530;0.1862264529132972
1764;K03531;0.6115739420403686
1765;K03534;0.1950632766316146
1766;K03535;0.0804718695291193
1767;K03536;0.020100709137619
1768;K03543;-1.8456764053706145
1769;K03544;-0.0937074992442212
1770;K03545;0.5814753788546327
1771;K03546;0.3020044059491294
1772;K03547;0.0152072911345561
1773;K03548;-3.0
1774;K03549;-0.4464708244047367
1775;K03553;0.6294471816466624
1776;K03554;-1.9533187239659904
1777;K03555;-0.998072424505641
1778;K03556;0.341073002700227
1779;K03557;-2.0507233776674987
1780;K03558;-2.109703649737429
1781;K03559;-1.5334756767983304
1782;K03560;-2.391188746755444
1783;K03561;-0.6986153334450099
1784;K03562;-2.5369516471994795
1785;K03563;0.1441226267880804
1786;K03564;-0.4281110497636232
1787;K03565;1.3271979802542542
1788;K03566;-1.1918215606328024
1789;K03567;-0.1160752762769949
1790;K03568;-0.3877047867574944
1791;K03569;-0.9877655435829884
