;KO;odds_ratio_log10_corr
341;K00661;0.3416044194515874
342;K00662;0.5969203516755514
343;K00663;0.75589094095118
344;K00666;-0.1786686819434919
345;K00673;-3.0
346;K00674;-0.2301657067258398
347;K00675;0.4081798713897492
348;K00677;-1.642819897762041
349;K00681;-0.1999177394561666
350;K00683;-0.1601018626634432
351;K00684;-1.198870195435843
352;K00686;0.9571995519173846
353;K00687;3.0
354;K00688;0.3251131606035281
355;K00690;-0.2234117014227942
356;K00691;-0.2889045183961954
357;K00692;-0.0131174682059284
358;K00694;-0.1346786744962337
359;K00697;0.4122633363224283
360;K00700;0.5088511794297176
361;K00702;0.4552466574235633
362;K00703;-0.3746898591092137
363;K00705;-0.0676356782691181
364;K00712;0.6387679025532151
365;K00721;-0.1195349486961919
366;K00728;1.4232237864869923
367;K00748;-2.470011255630489
368;K00752;0.4883120471152674
369;K00754;-0.0946816540397931
370;K00756;1.5634216753222394
371;K00757;-0.5189589897701942
372;K00758;0.556735727782708
373;K00759;0.3271728942638431
374;K00760;0.9670106534365672
375;K00761;1.0018841438745514
376;K00762;0.0996060253878623
377;K00763;0.8626269371838404
378;K00764;0.5071195711828104
379;K00765;-0.1624491642973543
380;K00766;-0.0937327878566864
381;K00767;-0.2142112825394979
382;K00768;-0.0554832642016784
383;K00769;-1.994428945287005
384;K00772;0.3674358779113034
385;K00773;-0.7272637378711143
386;K00782;0.1926617453586903
387;K00783;-0.7612426904225708
388;K00784;0.0286289789019557
389;K00786;-0.2035656820294297
390;K00788;0.0668523789265752
391;K00789;-0.4290125416740712
392;K00790;-0.8006639392570737
393;K00791;1.1479060047340086
394;K00793;-0.1824007329626885
395;K00794;-0.1305399372536386
396;K00795;-2.5369516471994795
397;K00796;-0.992224871721464
398;K00797;0.0430346322252018
399;K00798;-0.1883514919205684
400;K00799;-0.3304368448820803
401;K00800;-0.5655620539200572
402;K00801;-0.1513881620790716
403;K00803;0.7349280813714985
404;K00805;1.6240333405436675
405;K00808;-1.357756235243092
406;K00809;-1.865629071898472
407;K00812;0.3687306015664308
408;K00813;-1.404062961121804
409;K00817;-0.2160204399413373
410;K00819;0.4317666391104156
411;K00820;-0.0001459077728836
412;K00821;0.2587608329491274
413;K00822;-1.562629483371586
414;K00823;0.3472430906058556
415;K00824;-0.4958896172007018
416;K00826;-0.1894109071110578
417;K00830;-0.2035491027556815
418;K00831;0.0453011490390493
419;K00832;-0.9657858994688984
420;K00833;-0.2425751852003434
421;K00835;-0.97666735552157
422;K00836;0.0785143829885316
423;K00839;0.1234228730033506
424;K00840;-3.0
425;K00841;1.333798109808511
426;K00842;0.0699356710825058
427;K00845;0.1195958734644954
428;K00847;0.0147422679277452
429;K00848;0.9379441991117184
430;K00849;0.887234165775315
431;K00850;0.1115329978888314
432;K00851;0.4742414260694652
433;K00852;-0.0020865021053942
434;K00853;0.3520144800044476
435;K00854;0.1617837940158043
436;K00855;-0.9015846319946266
437;K00856;0.0510572092719952
438;K00857;0.2058514657467015
439;K00858;-0.5390082455808733
440;K00859;0.5162438557447266
441;K00860;0.3304816490147146
442;K00862;0.2422049785379334
443;K00863;0.7176249818574268
444;K00864;0.1570840264033756
445;K00865;0.7667432347144142
446;K00867;0.7966346560776568
447;K00868;0.6078200007957468
448;K00869;-0.0723957231036444
449;K00872;1.083925190584651
450;K00873;0.0742736672619216
451;K00874;-0.0824445622172243
452;K00876;0.202920825478312
453;K00878;0.2269457157041305
454;K00880;0.027496173586359
455;K00882;0.8566496975032739
456;K00883;-1.2376806339621464
457;K00884;-0.8668854036477054
458;K00885;-0.4666242003431032
459;K00886;1.0086688403496016
460;K00887;0.5097602550081315
461;K00891;-0.0396349416682443
462;K00892;-1.262538437776159
463;K00895;0.1401092981648582
464;K00897;1.1845978429534498
465;K00899;0.0482305439609089
466;K00901;-0.3004120605497211
467;K00906;-3.0
468;K00912;-1.6502884722038569
469;K00917;0.994895024871046
470;K00919;0.606806426352424
471;K00925;0.698344850230802
472;K00926;0.3014295306341127
473;K00928;-0.0021164882004872
474;K00929;1.048967780956601
475;K00930;0.3281076594837636
476;K00931;0.5282737771670437
477;K00936;1.6267155369460795
478;K00937;-0.0124000596532997
479;K00938;1.129398796159933
480;K00939;-0.0996850670628285
481;K00940;-0.4713892432258125
482;K00941;0.2154361600344903
483;K00942;-0.1631861088252909
484;K00943;-0.050718878395473
485;K00945;-0.0277598938287979
486;K00946;-0.3356383897658912
487;K00948;-0.2392051045357571
488;K00949;0.0950152310489742
489;K00950;0.3886796475528334
490;K00951;0.4909976582036509
491;K00954;0.3024242006555864
492;K00955;-0.4972191757689641
493;K00956;-0.1494887153679133
494;K00957;-0.3336760635955684
495;K00958;0.4656599286384955
496;K00960;0.0815351514411021
497;K00962;0.3948505023773426
498;K00963;0.33547616202023
499;K00965;0.9035776843839056
500;K00966;0.0920649261279566
501;K00968;0.0699356710825058
502;K00969;0.1527143010746461
503;K00970;-0.284897981394143
504;K00971;-0.1966117622838085
505;K00973;0.0259267934868523
506;K00974;0.9659884300248572
507;K00975;0.1988007474341051
508;K00978;-0.1591008109210168
509;K00979;-2.1786384480695613
510;K00980;0.3804391067524982
511;K00981;0.609091019452562
512;K00982;-0.0584772574661991
513;K00983;-0.0088253576394133
514;K00984;0.3111649870917641
515;K00986;0.0617345800921776
516;K00989;0.6117278073259801
517;K00990;-0.3721948183166971
518;K00991;0.567685474993542
519;K00992;-1.006781972330299
520;K00995;0.502151311394233
521;K00996;-0.336597096559423
522;K00997;0.4523353446350802
523;K00998;-3.0
524;K00999;3.0
525;K01000;0.2744090349881281
526;K01002;-0.3259900816917568
527;K01004;-1.0209796468901953
528;K01006;0.1611943115011063
529;K01007;-0.1875804012655666
530;K01008;0.0149212182988296
531;K01011;-0.451350057275044
532;K01012;-0.2146997078266922
533;K01026;-0.3688766973133249
534;K01027;-0.5335973380923998
535;K01028;-0.1896976400907376
536;K01029;-0.0197466235758694
537;K01031;-0.109720305920273
538;K01032;-0.109720305920273
539;K01034;-0.5347016343165638
540;K01035;0.2743244248116155
541;K01039;0.2288318507579863
542;K01040;-0.1436808323706819
543;K01042;0.238029108009909
544;K01046;0.3706769340725085
545;K01048;-0.1772666169636158
546;K01051;-0.0557545030934064
547;K01053;-0.1795612324522
548;K01055;0.1973366431624252
549;K01056;0.4723493592222058
550;K01057;0.0407651339381824
551;K01058;-3.0
552;K01060;0.8363241157067517
553;K01061;-0.2056732436534973
554;K01066;0.0792720171801328
555;K01067;-3.0
556;K01069;0.1532984773601655
557;K01070;-1.4002485087643264
558;K01071;0.4130037551079135
559;K01073;0.0901098209524631
560;K01075;0.0615028349898414
561;K01077;0.0374623915297926
562;K01079;-0.2737858140409669
563;K01081;0.3976726682623009
564;K01082;-0.4297827688367112
565;K01083;-0.0703139259899442
566;K01087;0.3475362699996341
567;K01089;0.1119319880865341
568;K01090;0.5136627468552628
569;K01091;0.3296991772506731
570;K01092;0.3838698841570516
571;K01095;-0.8795228301540622
572;K01096;-0.410829608495689
573;K01101;0.3030723812899293
574;K01104;-0.2857939898954165
575;K01113;-0.0087564085486891
576;K01114;0.2751384021221104
577;K01115;-0.2815347160545015
578;K01118;-0.0236173344144871
579;K01119;0.2613304685252011
580;K01120;-3.0
581;K01126;-0.3999911324158686
582;K01129;-0.2649934340520115
583;K01130;-0.1684414423361569
584;K01133;-0.7573523284023752
585;K01138;0.0348134990149554
586;K01139;-0.1713375246503835
587;K01141;-3.0
588;K01142;0.1323316811294832
589;K01144;-0.5722403601098379
590;K01146;-3.0
591;K01147;-1.251034118264194
592;K01150;-3.0
593;K01151;0.3321694451207324
594;K01153;0.0529348022408819
595;K01154;0.0087048510030325
596;K01155;-0.1374354716983025
597;K01156;-0.081294431069848
598;K01159;-0.3696967656888682
599;K01163;-0.021945251361595
600;K01166;-1.9828409442669408
601;K01167;0.7257995707586495
602;K01169;-3.0
603;K01173;-0.2372059382808984
604;K01174;0.0438216518210167
605;K01175;-1.3075391105762135
606;K01176;0.464306770483344
607;K01178;-0.0723263994018758
608;K01179;0.0811936777533868
609;K01181;-0.0730556934135626
610;K01182;0.4211464555753271
611;K01183;0.3097335831858596
612;K01185;-0.081638913114491
613;K01186;0.1711531388175412
614;K01187;0.2292481304367232
615;K01190;0.3164894913574266
616;K01191;0.8890553806782989
617;K01192;0.2657735454455808
618;K01193;0.3310567696815256
619;K01194;-0.5347016343165638
620;K01195;-0.0677216238805742
621;K01197;0.5118244376381825
622;K01198;0.2988005529759093
623;K01200;0.2271212275383406
624;K01201;0.2734255949913894
625;K01206;0.5270933697121144
626;K01207;-0.3755541975505018
627;K01208;0.3448122947271771
628;K01209;0.233221827751578
629;K01210;-0.1049216230864127
630;K01212;0.494850021680094
631;K01214;0.4159456064137374
632;K01215;0.8840019247687871
633;K01218;0.1826400926014711
634;K01222;0.861900829673999
635;K01223;0.5460228615227167
636;K01224;0.2772901364516346
637;K01226;0.4937851388860781
638;K01227;1.042378598139876
639;K01232;0.5995711909242677
640;K01235;0.1038268707172224
641;K01236;0.4967951501305456
642;K01239;0.6048433174537483
643;K01241;-1.2450722185967475
644;K01243;0.1812230901607993
645;K01246;0.0929072705543824
646;K01247;-0.4161969003830578
647;K01250;0.8402597635561626
648;K01251;-0.6423190809996867
649;K01252;0.5466454672380864
650;K01253;0.5570469154553176
651;K01255;-0.0078653112320734
652;K01256;-0.3962297465382093
653;K01258;0.0167214090518527
654;K01259;-0.2085217804846868
655;K01261;1.951781910891668
656;K01262;0.6650976459836694
657;K01263;0.7595241680783059
658;K01265;-0.8081144737610868
659;K01266;-0.1142196838503432
660;K01267;0.5552615105169302
661;K01269;1.725292121446922
662;K01270;-0.4673813168317286
663;K01271;0.5258901571225403
664;K01273;0.0300412216682246
665;K01274;1.1050758401351826
666;K01278;-0.1461788498349529
667;K01281;0.6639014595314181
668;K01283;-3.0
669;K01284;-0.2249398265934982
670;K01286;0.3001769579545456
671;K01295;-0.0490505354016563
672;K01297;-0.0430766519129036
673;K01299;-0.2847490149008342
674;K01303;0.8198990832025294
675;K01304;0.3115097923570598
676;K01305;0.1082422192779842
677;K01308;1.036429265626675
678;K01322;-0.0187095418521571
679;K01338;-0.1891540477510833
680;K01342;0.2654509281508966
681;K01354;-0.024839276105728
682;K01356;0.33000323718857
683;K01358;-1.021349811102036
684;K01361;0.9069555458951072
685;K01372;0.2617935485780032
686;K01387;-0.0862519448259998
687;K01389;3.0
688;K01400;0.2154146396109464
689;K01406;-0.6288405421587383
690;K01409;0.1228723037711838
691;K01414;-1.4996285957175135
692;K01415;0.666103004277681
693;K01419;-0.7572147094647139
694;K01420;-0.7082343470616058
695;K01421;1.7562494089358138
696;K01424;-0.0796338719165296
697;K01425;0.0807894333459237
698;K01426;0.0867426451288234
699;K01428;-0.0469360380462178
700;K01429;-0.003054552484298
701;K01430;-0.0116524149818557
702;K01431;0.7525697274648369
703;K01432;-0.7534868453193372
704;K01433;-0.0102859360596133
705;K01434;0.014040257280274
706;K01436;0.6840757990848811
707;K01438;-0.3089112216844805
708;K01439;0.513051083309067
709;K01442;-0.0350832112512178
710;K01443;0.7009248215084599
711;K01444;-1.3075391105762135
712;K01447;-0.7500608858440243
713;K01448;-0.4927093531442618
714;K01450;-1.325975829771778
715;K01451;-0.7637484554309878
716;K01452;-1.3713100499994484
717;K01455;0.0898481585205695
718;K01457;-0.2517616170911513
719;K01458;-3.0
720;K01459;-3.0
721;K01461;-0.7453890250808145
722;K01462;-0.6364180856081937
723;K01463;-0.3051523940157438
724;K01464;0.230890599077528
725;K01465;0.7083176010997931
726;K01466;0.48022918555696
727;K01467;-0.7209297639420216
728;K01468;0.0257786182914956
729;K01469;-0.3121281837253997
730;K01470;0.2373746828479641
731;K01473;0.0029513719019672
732;K01474;-0.0303261941314618
733;K01476;-0.0271607937173685
734;K01477;0.62797859821954
735;K01478;0.5182537742426565
736;K01479;-0.5814581388686481
737;K01480;-0.1470693971376744
738;K01482;0.5847380755408128
739;K01483;-1.0685061969861345
740;K01484;-3.0
741;K01485;0.4614808979642988
742;K01486;-0.1118220581006365
743;K01487;-0.4047808956678289
744;K01488;0.2592215187249266
745;K01489;0.1431890891805931
746;K01491;-0.0983827103520121
747;K01493;0.1742219246296284
748;K01494;-0.2057563056401526
749;K01495;0.0794285429026905
750;K01496;0.6074201056529551
751;K01497;-0.2534207437510773
752;K01498;-3.0
753;K01501;-0.2986879652967048
754;K01502;0.016907017459058
755;K01505;-0.2490176541238271
756;K01507;-0.1418751923280077
757;K01512;0.155546848621718
758;K01515;0.1964639145392213
759;K01520;0.0359125558906444
760;K01521;-0.97666735552157
761;K01523;0.1855177102241883
762;K01524;-0.2602701952588158
763;K01525;-0.6982741481121201
764;K01531;0.0206431311313823
765;K01533;0.0622306216299445
766;K01534;-0.0449789522908086
767;K01537;0.2532002559695531
768;K01546;0.1328544331990859
769;K01547;0.1000804883598106
770;K01548;0.1351453874720822
771;K01551;0.6392292871949328
772;K01555;0.0507961051258559
773;K01556;0.1349447183252882
774;K01560;0.0894473363374011
775;K01561;0.0603796697497739
776;K01563;0.0347296392848834
777;K01567;1.271669048859985
778;K01569;0.3533183533836141
779;K01571;-0.2241685515085318
780;K01572;-0.5759117033760006
781;K01573;-1.438527232638395
782;K01574;0.5118913857108456
783;K01575;0.2424095941979855
784;K01576;0.147782785430791
785;K01577;0.1410336138385496
786;K01578;-1.2170121413626127
787;K01579;0.1272549793354808
788;K01580;0.4040813794293156
789;K01581;-0.3011062612681641
790;K01582;0.4955228250399103
791;K01584;-0.3896237823153987
792;K01585;-0.160505168371781
793;K01586;-0.2720287650947098
794;K01588;0.2659261820590098
795;K01589;0.0539625622509588
796;K01591;0.3625984567205921
797;K01593;0.3693318393795605
798;K01595;-0.1217628944348505
799;K01596;0.843991853323823
800;K01597;0.0898481585205695
801;K01598;1.0486326411529208
802;K01599;-0.166417900158269
803;K01601;-0.1089931736625543
804;K01607;0.548072120699807
805;K01608;0.3804391067524982
806;K01609;-0.2014965761086372
807;K01610;-0.8042805593705067
808;K01611;-0.1644822493453689
809;K01612;0.5995711909242677
810;K01613;-0.5694915142956138
811;K01616;2.1500072039599947
812;K01617;0.3971096024612515
813;K01619;0.4749404864459838
814;K01620;-0.0086533539341867
815;K01621;0.7483750581369047
816;K01623;-0.3799076454168914
817;K01624;0.6820924378086012
818;K01625;-0.4399605139351201
819;K01626;0.1611943115011063
820;K01627;-2.3202316734984056
821;K01628;0.1401425285382279
822;K01629;0.9410971480643028
823;K01630;-0.7209297639420216
824;K01631;-0.9286079180427512
825;K01633;-0.0987878787681328
826;K01634;1.0612696567389226
827;K01635;0.1560078935517986
828;K01637;-0.1506277363923404
829;K01638;-0.2229817539619544
830;K01639;0.2872775396221996
831;K01640;-0.105795529380701
832;K01641;0.0665570256538995
833;K01643;0.0730575665742119
834;K01644;0.1377406085300252
835;K01646;0.2456002654508948
836;K01647;-0.6065555886247614
837;K01649;-0.2365127008952659
838;K01652;0.0871702982478927
839;K01653;0.1359905367113913
840;K01654;0.1204382353816235
841;K01657;0.2800960888283382
842;K01658;0.121604941810258
843;K01659;-0.1573924347745741
844;K01661;0.42632340316329
845;K01662;0.0597126952437844
846;K01663;-3.0
847;K01664;0.5892046706423754
848;K01665;0.1568829473174699
849;K01666;0.381562560950116
850;K01667;-0.1745620884330695
851;K01669;0.0233153772208101
852;K01673;0.2899490748601827
853;K01674;0.0642298136928523
854;K01676;-0.139646163197657
855;K01677;0.1351997645253393
856;K01678;0.9696830157738486
857;K01679;-0.1851923544889507
858;K01681;0.1593972465727973
859;K01682;-2.207948374671486
860;K01684;-0.0334131241732099
861;K01685;-0.5722403601098379
862;K01686;-0.3255981871547183
863;K01687;-0.0573802755526824
864;K01689;-0.1578233306580275
865;K01690;-0.7623144282562884
866;K01692;-0.2328448146296401
867;K01693;0.1861705479825606
868;K01695;-0.5133929972914769
869;K01696;-0.2134785005123314
870;K01697;0.3283910873388884
871;K01698;-0.2169831992642409
872;K01703;0.1658973442872063
873;K01704;0.0904763612567131
874;K01706;0.2756738619250645
875;K01707;-0.0110404706738787
876;K01708;-0.5046259953704758
877;K01709;-0.1882992591063295
878;K01710;-0.001412824661136
879;K01711;-0.3709424101072021
880;K01712;0.1070068384552487
881;K01713;-0.673716851355486
882;K01714;-0.0562229242388401
883;K01715;-0.2509849673097385
884;K01716;-3.0
885;K01719;-0.1034263625510374
886;K01720;0.1129120268979061
887;K01721;-0.1611842127773427
888;K01724;-0.5071478909543831
889;K01725;-0.685420724028947
890;K01727;0.5588647175318876
891;K01728;0.3796911032439289
892;K01729;-0.5558550613499397
893;K01733;-0.3251777829504821
894;K01734;-0.1778950598568552
895;K01735;0.3344976315701943
896;K01736;-0.4030948998382745
897;K01737;-0.2368945746938194
898;K01738;-0.0210358405854729
899;K01739;0.2322617529989408
900;K01740;-0.1560849104266937
901;K01744;0.0516879211263513
902;K01745;-0.0474667143847454
903;K01749;-0.6529970364789842
904;K01750;0.2204983949611789
905;K01751;0.2471404744688601
906;K01752;-0.1433065176416197
907;K01753;-0.1140535933232691
908;K01754;0.1213524694757163
909;K01755;-0.2084276402877939
910;K01758;-0.165782723674708
911;K01759;0.0441094055329474
912;K01760;-0.4756891199283837
913;K01761;0.0395085412836736
914;K01766;-3.0
915;K01768;0.07514502292617
916;K01770;0.3635129244244687
917;K01771;0.167056575519746
