corkrey_taxID;corkrey_genus;corkrey_species;corkrey_speciesStrain;corkrey_growthTemp;corkrey_oxygen;corkrey_trophy;corkrey_doublingH;corkrey_ref
41211;Desulfotomaculum;Desulfotomaculum sp.;Desulfotomaculum sp.;65;anaerobic;autotroph;5;Karnauchow TM, Koval SF, Jarrell KF. Isolation and characterization of three thermophilic anaerobes from a St. Lucia hot spring. Syst Appl Microbiol. 1992
291048;Caminibacter;Caminibacter mediatlanticus;Caminibacter mediatlanticus;55;anaerobic;autotroph;0.83;Voordeckers JW, Starovoytov V, Vetriani C. Caminibacter mediatlanticus sp. nov., a thermophilic, chemolithoautotrophic, nitrateammonifying bacterium isolated from a deep-sea hydrothermal vent on the Mid-Atlantic Ridge. Int J Syst Evol Microbiol. 2005
217041;Caminibacter;Caminibacter profundus;Caminibacter profundus;55;facultative;autotroph;0.67;Voordeckers JW, Starovoytov V, Vetriani C. Caminibacter mediatlanticus sp. nov., a thermophilic, chemolithoautotrophic, nitrateammonifying bacterium isolated from a deep-sea hydrothermal vent on the Mid-Atlantic Ridge. Int J Syst Evol Microbiol. 2005
2181;Methanothermus;Methanothermus sociabilis;Methanothermus sociabilis;80;anaerobic;autotroph;5;Lauerer G, Kristjansson JK, Langworthy TA, KoÃƒÃ nig H, Stetter KO. Methanothermus sociabilis sp. nov., a Second Species within the Methanothermaceae Growing at 97o C. Syst Appl Microbiol. 1986
585455;Thiohalobacter;Thiohalobacter thiocyanaticus;Thiohalobacter thiocyanaticus;30;anaerobic;autotroph;15.4;Sorokin DY, Kovaleva OL, Tourova TP, Muyzer G. Thiohalobacter thiocyanaticus gen. nov., sp. nov., a moderately halophilic, sulfuroxidizing gammaproteobacterium from hypersaline lakes, that utilizes thiocyanate. Int J Syst Evol Microbiol. 2010
33070;Synechococcus;Synechococcus lividus;Synechococcus lividus;65;aerobic;autotroph;8.91;Meeks JC, Castenholz RW. Growth and photosynthesis in an extreme thermophile, Synechococcus lividus (Cyanophyta). Arch Mikrobiol. 1971
84981;Desulfofaba;Desulfofaba gelida;Desulfofaba gelida;7.5;anaerobic;autotroph;143.85;Knoblauch C, Jorgensen BB. Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments. Environ Microbiol. 1999
84983;Desulfofrigus;Desulfofrigus fragile;Desulfofrigus fragile;18;anaerobic;autotroph;21.28;Knoblauch C, Jorgensen BB. Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments. Environ Microbiol. 1999
84979;Desulfotalea;Desulfotalea arctica;Desulfotalea arctica;18.2;anaerobic;autotroph;38.29;Knoblauch C, Jorgensen BB. Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments. Environ Microbiol. 1999
84980;Desulfotalea;Desulfotalea psychrophila;Desulfotalea psychrophila;9.9;anaerobic;autotroph;28.66;Knoblauch C, Jorgensen BB. Effect of temperature on sulphate reduction, growth rate and growth yield in five psychrophilic sulphate-reducing bacteria from Arctic sediments. Environ Microbiol. 1999
1422;Geobacillus;Geobacillus stearothermophilus;Geobacillus stearothermophilus;68.4;facultative;autotroph;0.24;Mohr PW, Krawiec S. Temperature characteristics and Arrhenius plots for nominal psychrophiles, mesophiles and thermophiles. J Gen Microbiol. 1980
1219;Prochlorococcus;Prochlorococcus marinus;Prochlorococcus marinus;23.6;aerobic;autotroph;28.62;Moore LR, Goericke R, Chisholm SW. Comparative physiology of Synechococcus and Prochlorococcus: influence of light and temperature on growth, pigments, fluorescence and absorptive properties. Mar Ecol Prog Ser. 1995
1131;Synechococcus;Synechococcus sp.;Synechococcus sp.;27.9;aerobic;autotroph;20.77;Moore LR, Goericke R, Chisholm SW. Comparative physiology of Synechococcus and Prochlorococcus: influence of light and temperature on growth, pigments, fluorescence and absorptive properties. Mar Ecol Prog Ser. 1995
1081799;Thermomarinilinea;Thermomarinilinea lacunofontalis;Thermomarinilinea lacunofontalis;50.2;aerobic;autotroph;3.96;Nunoura T, Hirai M, Miyazaki M, Kazama H, Makita H, Hirayama H, et al. Isolation and characterization of a thermophilic, obligately anaerobic and heterotrophic marine Chloroflexi bacterium from a Chloroflexidominated microbial community associated with a Japanese shallow hydrothermal system, and proposal for Thermomarinilinea lacunofontalis gen. nov., sp. nov. Microbes Environ. 2013
54252;Pyrolobus;Pyrolobus fumarii;Pyrolobus fumarii;105.6;facultative;autotroph;0.95;BloÃƒÃ chl E, Rachel R, Burggraf S, Hafenbradl D, Jannasch HW, Stetter KO. Pyrolobus fumarii, gen. and sp. nov., represents a novel group of archaea, extending the upper temperature limit for life to 113 C. Extremophiles. 1997
28181;Magnetovibrio;Magnetovibrio blakemorei;Magnetovibrio blakemorei;27;microaerophilic;autotroph;11;Bazylinski DA, Williams TJ, LefeÃƒÃ„vre CT, Trubitsyn D, Fang J, Beveridge TJ, et al. Magnetovibrio blakemorei gen. nov., sp. nov., a magnetotactic bacterium (Alphaproteobacteria: Rhodospirillaceae) isolated from a salt marsh. Int J Syst Evol Microbiol. 2013
444162;Thiofaba;Thiofaba tepidiphila;Thiofaba tepidiphila;45;anaerobic;autotroph;1.64;Mori K, Suzuki Ki. Thiofaba tepidiphila gen. nov., sp. nov., a novel obligately chemolithoautotrophic, sulfur-oxidizing bacterium of the Gammaproteobacteria isolated from a hot spring. Int J Syst Evol Microbiol. 2008
364032;Sulfurivirga;Sulfurivirga caldicuralii;Sulfurivirga caldicuralii;50.1;microaerophilic;autotroph;1.24;Takai K, Miyazaki M, Nunoura T, Hirayama H, Oida H, Furushima Y, et al. Sulfurivirga caldicuralii gen. nov., sp. nov., a novel microaerobic, thermophilic, thiosulfate-oxidizing chemolithoautotroph, isolated from a shallow marine hydrothermal system occurring in a coral reef, Japan. Int J Syst Evol Microbiol. 2006
332101;Clostridium;Clostridium drakei;Clostridium drakei;30;anaerobic;autotroph;2.4;Liou JSC, Balkwill DL, Drake GR, Tanner RS. Clostridium carboxidivorans sp. nov., a solvent-producing clostridium isolated from an agricultural settling lagoon, and reclassification of the acetogen Clostridium scatologenes strain SL1 as Clostridium drakei sp. nov. Int J Syst Evol Microbiol. 2005
1232575;Acidithiobacillus;Acidithiobacillus ferridurans;Acidithiobacillus ferridurans;29;facultative;autotroph;5.34;Hedrich S, Johnson DB. Acidithiobacillus ferridurans sp. nov., an acidophilic iron-, sulfur-and hydrogen-metabolizing chemolithotrophic gammaproteobacterium. Int J Syst Evol Microbiol. 2013
1541;Clostridium;Clostridium mayombei;Clostridium mayombei;30;anaerobic;autotroph;5;Kane MD, Brauman A, Breznak JA. Clostridium mayombei sp. nov., an H2/CO2 acetogenic bacterium from the gut of the African soil-feeding termite, Cubitermes speciosus. Arch Microbiol. 1991
152526;Caminibacter;Caminibacter hydrogeniphilus;Caminibacter hydrogeniphilus;60;anaerobic;autotroph;1.47;Alain K, Querellou J, Lesongeur F, Pignet P, Crassous P, RagueÃƒÃ…neÃƒÃ„s G, et al. Caminibacter hydrogeniphilus gen. nov., sp. nov., a novel thermophilic, hydrogen-oxidizing bacterium isolated from an East Pacific Rise hydrothermal vent. Int J Syst Evol Microbiol. 2002
33943;Bacillus;Bacillus tusciae;Bacillus tusciae;55;aerobic;autotroph;6.5;Bonjour F, Aragno M. Bacillus tusciae, a new species of thermoacidophilic, facultatively chemolithoautotrophic hydrogen oxidizing sporeformer from a geothermal area. Arch Microbiol. 1984
160808;Acidithiobacillus;Acidithiobacillus ferrivorans;Acidithiobacillus ferrivorans;30;facultative;autotroph;5.59;Hallberg KB, GonzaÃƒÃ…lez-Toril E, Johnson DB. Acidithiobacillus ferrivorans, sp. nov.
1538;Clostridium;Clostridium ljungdahlii;Clostridium ljungdahlii;37;anaerobic;autotroph;0.26;Tanner RS, Miller LM, Yang D. Clostridium ljungdahlii sp. nov., an acetogenic species in clostridial rRNA homology group I. Int J Syst Bacteriol. 1993
74969;Ferroplasma;Ferroplasma acidiphilum;Ferroplasma acidiphilum;42.5;aerobic;autotroph;59.66;Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005
312540;Ferroplasma;Ferroplasma cyprexacervatum;Ferroplasma cyprexacervatum;51.6;aerobic;autotroph;12.01;Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005
28252;Paracoccus;Paracoccus halodenitrificans;Paracoccus halodenitrificans;33;facultative;autotroph;1.77;Krist K. Description and mechanisms of bacterial growth responses to water activity and compatible solutes, PhD Thesis. Hobart: University of Tasmania
2242;Halobacterium;Halobacterium salinarum;Halobacterium salinarum;49.1;aerobic;autotroph;1.05;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
1165;Anabaena;Anabaena cylindrica;Anabaena cylindrica;29;aerobic;autotroph;56;Smith RV, Evans MCW. Nitrogenase activity in cell-free extracts of the blue-green alga, Anabaena cylindrica. J Bacteriol. 1971
53443;Ruminococcus;Ruminococcus hydrogenotrophicus;Ruminococcus hydrogenotrophicus;37;anaerobic;autotroph;1.8;Bernalier A, Willems A, Leclerc M, Rochet V, Collins MD. Ruminococcus hydrogenotrophicus sp. nov., a new H2/CO2-utilizing acetogenic bacterium isolated from human feces. Arch Microbiol. 1996
309806;Sulfurihydrogenibium;Sulfurihydrogenibium azorense;Sulfurihydrogenibium azorense;68;microaerophilic;autotroph;2.5;Aguiar P, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium azorense, sp. nov., a thermophilic hydrogen-oxidizing microaerophile from terrestrial hot springs in the Azores. Int J Syst Evol Microbiol. 2004
501497;Thermodesulfatator;Thermodesulfatator atlanticus;Thermodesulfatator atlanticus;65;anaerobic;autotroph;3.41;Alain K, Postec A, Grinsard E, Lesongeur F, Prieur D, Godfroy A. Thermodesulfatator atlanticus sp. nov., a thermophilic, chemolithoautotrophic, sulfate-reducing bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2010
710191;Methanobacterium;Methanobacterium ferruginis;Methanobacterium ferruginis;40;anaerobic;autotroph;18.5;Mori K, Harayama S. Methanobacterium petrolearium sp. nov. and Methanobacterium ferruginis sp. nov., mesophilic methanogens isolated from salty environments. Int J Syst Evol Microbiol. 2011
171695;Thermodesulfatator;Thermodesulfatator indicus;Thermodesulfatator indicus;70;anaerobic;autotroph;2;Moussard H, Lâ€šÃ„Ã´haridon S, Tindall B, Banta A, Schumann P, Stackebrandt E, et al. Thermodesulfatator indicus gen. nov., sp. nov., a novel thermophilic chemolithoautotrophic sulfate-reducing bacterium isolated from the Central Indian Ridge. Int J Syst Evol Microbiol. 2004
412593;Thermosulfidibacter;Thermosulfidibacter takaii;Thermosulfidibacter takaii;70;anaerobic;autotroph;4.95;Nunoura T, Oida H, Miyazaki M, Suzuki Y. Thermosulfidibacter takaii gen. nov., sp. nov., a thermophilic, hydrogen-oxidizing, sulfur-reducing chemolithoautotroph isolated from a deep-sea hydrothermal field in the Southern Okinawa Trough. Int J Syst Evol Microbiol. 2008
171121;Sulfurihydrogenibium;Sulfurihydrogenibium subterraneum;Sulfurihydrogenibium subterraneum;62.5;anaerobic;autotroph;1.33;Takai K, Kobayashi H, Nealson KH, Horikoshi K. Sulfurihydrogenibium subterraneum gen. nov., sp. nov., from a subsurface hot aquifer. Int J Syst Evol Microbiol. 2003
213185;Methanotorris;Methanotorris formicicus;Methanotorris formicicus;74.7;anaerobic;autotroph;0.43;Takai K, Nealson KH, Horikoshi K. Methanotorris formicicus sp. nov., a novel extremely thermophilic, methane-producing archaeon isolated from a black smoker chimney in the Central Indian Ridge. Int J Syst Evol Microbiol. 2004
380763;Sulfurihydrogenibium;Sulfurihydrogenibium rodmanii;Sulfurihydrogenibium rodmanii;74.9;microaerophilic;autotroph;1.16;Oâ€šÃ„Ã´Neill AH, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium rodmanii sp. nov., a sulfur-oxidizing chemolithoautotroph from the Uzon Caldera, Kamchatka Peninsula, Russia, and emended description of the genus Sulfurihydrogenibium. Int J Syst Evol Microbiol. 2008
646273;Nautilia;Nautilia nitratireducens;Nautilia nitratireducens;54.8;anaerobic;autotroph;1.21;PeÃƒÃ…rez-RodriÃƒÃ…guez I, Ricci J, Voordeckers JW, Starovoytov V, Vetriani C. Nautilia nitratireducens sp. nov., a thermophilic, anaerobic, chemosynthetic, nitrate-ammonifying bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2010
868131;Methanobacterium;Methanobacterium paludis;Methanobacterium paludis;34.5;anaerobic;autotroph;35;Cadillo-Quiroz H, BraÃƒÃ uer SL, Goodson N, Yavitt JB, Zinder SH. Methanobacterium paludis sp. nov. and a novel strain of Methanobacterium lacus isolated from northern peatlands. Int J Syst Evol Microbiol. 2014
394805;Thioprofundum;Thioprofundum hispidum;Thioprofundum hispidum;39;anaerobic;autotroph;14.9;Mori K, Suzuki Ki, Urabe T, Sugihara M, Tanaka K, Hamada M, et al. Thioprofundum hispidum sp. nov., an obligately chemolithoautotrophic sulfur-oxidizing gammaproteobacterium isolated from the hydrothermal field on Suiyo Seamount, and proposal of Thioalkalispiraceae fam. nov. in the order Chromatiales. Int J Syst Evol Microbiol. 2011
999894;Thermosulfurimonas;Thermosulfurimonas dismutans;Thermosulfurimonas dismutans;74.1;anaerobic;autotroph;0.76;Slobodkin AI, Reysenbach AL, Slobodkina GB, Baslerov RV, Kostrikina NA, Wagner ID, et al. Thermosulfurimonas dismutans gen. nov., sp. nov., an extremely thermophilic sulfur-disproportionating bacterium from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2012
118062;Methanobacterium;Methanobacterium congolense;Methanobacterium congolense;39.5;anaerobic;autotroph;7.5;Cuzin N, Ouattara AS, Labat M, Garcia JL. Methanobacterium congolense sp. nov., from a methanogenic fermentation of cassava peel. Int J Syst Evol Microbiol. 2001
171869;Thermovibrio;Thermovibrio ruber;Thermovibrio ruber;75;anaerobic;autotroph;1;Huber H, Diller S, Horn C, Rachel R. Thermovibrio ruber gen. nov., sp. nov., an extremely thermophilic, chemolithoautotrophic, nitratereducing bacterium that forms a deep branch within the phylum Aquificae. Int J Syst Evol Microbiol. 2002
267990;Lebetimonas;Lebetimonas acidiphila;Lebetimonas acidiphila;50.4;anaerobic;autotroph;2.08;Takai K, Hirayama H, Nakagawa T, Suzuki Y, Nealson KH, Horikoshi K. Lebetimonas acidiphila gen. nov., sp. nov., a novel thermophilic, acidophilic, hydrogen-oxidizing chemolithoautotroph within the â€šÃ„Ã²Epsilonproteobacteriaâ€šÃ„Ã´, isolated from a deep-sea hydrothermal fumarole in the Mariana Arc. Int J Syst Evol Microbiol. 2005
213806;Deferribacter;Deferribacter abyssi;Deferribacter abyssi;60;anaerobic;autotroph;0.92;Miroshnichenko ML, Slobodkin AI, Kostrikina NA, Lâ€šÃ„Ã´Haridon S, Nercessian O, Spring S, et al. Deferribacter abyssi sp. nov., an anaerobic thermophile from deep-sea hydrothermal vents of the Mid-Atlantic Ridge. Int J Syst Evol Microbiol. 2003
59277;Methanobacterium;Methanobacterium subterraneum;Methanobacterium subterraneum;40;anaerobic;autotroph;5.25;Kotelnikova S, Macario AJL, Pedersen K. Methanobacterium subterraneum sp. nov., a new alkaliphilic, eurythermic and halotolerant methanogen isolated from deep granitic groundwater. Int J Syst Bacteriol. 1998
63656;Thiomicrospira;Thiomicrospira chilensis;Thiomicrospira chilensis;29;aerobic;autotroph;2.31;Brinkhoff T, Muyzer G, Wirsen CO, Kuever J. Thiomicrospira chilensis sp. nov., a mesophilic obligately chemolithoautotrophic sulfuroxidizing bacterium isolated from a Thioploca mat. Int J Syst Bacteriol. 1999
223786;Hydrogenimonas;Hydrogenimonas thermophila;Hydrogenimonas thermophila;55;microaerophilic;autotroph;1.16;Takai K, Nealson KH, Horikoshi K. Hydrogenimonas thermophila gen. nov., sp. nov., a novel thermophilic, hydrogen-oxidizing chemolithoautotroph within the Å’Âµ-Proteobacteria, isolated from a black smoker in a Central Indian Ridge hydrothermal field. Int J Syst Evol Microbiol. 2004
2190;Methanococcus;Methanococcus jannaschii;Methanococcus jannaschii;85.6;anaerobic;autotroph;0.48;Jones WJ, Leigh JA, Mayer F, Woese CR, Wolfe RS. Methanococcus jannaschii sp. nov., an extremely thermophilic methanogen from a submarine hydrothermal vent. Arch Microbiol. 1983
85874;Thermacetogenium;Thermacetogenium phaeum;Thermacetogenium phaeum;58;anaerobic;autotroph;22.79;Hattori S, Kamagata Y, Hanada S, Shoun H. Thermacetogenium phaeum gen. nov., sp. nov., a strictly anaerobic, thermophilic, syntrophic acetateoxidizing bacterium. Int J Syst Evol Microbiol. 2000
1097;Chlorobium;Chlorobium tepidum;Chlorobium tepidum;46.9;anaerobic;autotroph;1.44;Wahlund TM, Woese CR, Castenholz RW, Madigan MT. A thermophilic green sulfur bacterium from New Zealand hot springs, Chlorobium tepidum sp. nov. Arch Microbiol. 1991
940;Hydrogenobacter;Hydrogenobacter thermophilus;Hydrogenobacter thermophilus;71.7;aerobic;autotroph;1.9;Kawasumi T, Igarashi Y, Kodama T, Minoda Y. Hydrogenobacter thermophilus gen. nov., sp. nov., an extremely thermophilic, aerobic, hydrogen-oxidizing bacterium. Int J Syst Bacteriol. 1984
182900;Persephonella;Persephonella guaymasensis;Persephonella guaymasensis;70.2;microaerophilic;autotroph;4.64;GoÃƒÃ tz D, Banta A, Beveridge TJ, Rushdi AI, Simoneit BRT, Reysenbach AL. Persephonella marina gen. nov., sp. nov. and Persephonella guaymasensis sp. nov., two novel, thermophilic, hydrogen-oxidizing microaerophiles from deep-sea hydrothermal vents. Int J Syst Evol Microbiol. 2002
309805;Persephonella;Persephonella marina;Persephonella marina;73.2;microaerophilic;autotroph;3.35;GoÃƒÃ tz D, Banta A, Beveridge TJ, Rushdi AI, Simoneit BRT, Reysenbach AL. Persephonella marina gen. nov., sp. nov. and Persephonella guaymasensis sp. nov., two novel, thermophilic, hydrogen-oxidizing microaerophiles from deep-sea hydrothermal vents. Int J Syst Evol Microbiol. 2002
192731;Halomicronema;Halomicronema excentricum;Halomicronema excentricum;40;aerobic;autotroph;71.08;Abed RM, Garcia-Pichel F, HernaÃƒÃ…ndez-MarineÃƒÃ… M. Polyphasic characterization of benthic, moderately halophilic, moderately thermophilic cyanobacteria with very thin trichomes and the proposal of Halomicronema excentricum gen. nov., sp. nov. Arch Microbiol. 2002
113653;Geoglobus;Geoglobus ahangari;Geoglobus ahangari;87.6;anaerobic;autotroph;4.97;Kashefi K, Tor JM, Holmes DE, Van Praagh CVG, Reysenbach AL, Lovley DR. Geoglobus ahangari gen. nov., sp. nov., a novel hyperthermophilic archaeon capable of oxidizing organic acids and growing autotrophically on hydrogen with Fe (III) serving as the sole electron acceptor. Int J Syst Evol Microbiol. 2002
62970;Methanogenium;Methanogenium frigidum;Methanogenium frigidum;10.1;anaerobic;autotroph;70.67;Franzmann PD, Liu Y, Balkwill DL, Aldrich HC, De Macario EC, Boone DR. Methanogenium frigidum sp. nov., a psychrophilic, H2using methanogen from Ace Lake, Antarctica. Int J Syst Bacteriol. 1997
160233;Ignicoccus;Ignicoccus hospitalis;Ignicoccus hospitalis;87;anaerobic;autotroph;1.08;Paper W, Jahn U, Hohn MJ, Kronner M, NaÃƒÃ ther DJ, Burghardt T, et al. Ignicoccus hospitalis sp. nov., the host of â€šÃ„Ã²Nanoarchaeum equitansâ€šÃ„Ã´. Int J Syst Evol Microbiol. 2007
317658;Sulfurimonas;Sulfurimonas paralvinellae;Sulfurimonas paralvinellae;30.1;microaerophilic;autotroph;16.28;Takai K, Suzuki M, Nakagawa S, Miyazaki M, Suzuki Y, Inagaki F, et al. Sulfurimonas paralvinellae sp. nov., a novel mesophilic, hydrogen-and sulfur-oxidizing chemolithoautotroph within the Epsilonproteobacteria isolated from a deep-sea hydrothermal vent polychaete nest, reclassification of Thiomicrospira denitrificans as Sulfurimonas denitrificans comb. nov. and emended description of the genus Sulfurimonas. Int J Syst Evol Microbiol. 2006
145262;Methanobacterium;Methanobacterium thermoautotrophicum;Methanobacterium thermoautotrophicum;64.9;anaerobic;autotroph;1.69;SchoÃƒÃ nheit P, Moll J, Thauer RK. Growth parameters (Ks, Å’Âºmax, Ys ) of Methanobacterium thermoautotrophicum. Arch Microbiol. 1980
184064;Thermodesulfobium;Thermodesulfobium narugense;Thermodesulfobium narugense;55;anaerobic;autotroph;14;Mori K, Kim H, Kakegawa T, Hanada S. A novel lineage of sulfatereducing microorganisms: Thermodesulfobiaceae fam. nov., Thermodesulfobium narugense, gen. nov., sp. nov., a new thermophilic isolate from a hot spring. Extremophiles. 2003
52689;Acetobacterium;Acetobacterium bakii;Acetobacterium bakii;19.9;anaerobic;autotroph;5.76;Kotsyurbenko OR, Simankova MV, Nozhevnikova AN, Zhilina TN, Bolotina NP, Lysenko AM, et al. New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov. Arch Microbiol. 1995
52691;Acetobacterium;Acetobacterium fimetarium;Acetobacterium fimetarium;29.8;anaerobic;autotroph;4.61;Kotsyurbenko OR, Simankova MV, Nozhevnikova AN, Zhilina TN, Bolotina NP, Lysenko AM, et al. New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov. Arch Microbiol. 1995
52693;Acetobacterium;Acetobacterium paludosum;Acetobacterium paludosum;19.9;anaerobic;autotroph;3.45;Kotsyurbenko OR, Simankova MV, Nozhevnikova AN, Zhilina TN, Bolotina NP, Lysenko AM, et al. New species of psychrophilic acetogens: Acetobacterium bakii sp. nov., A. paludosum sp. nov., A. fimetarium sp. nov. Arch Microbiol. 1995
923;Thiobacillus;Thiobacillus hydrothermalis;Thiobacillus hydrothermalis;35;aerobic;autotroph;1.13;Durand P, Reysenbach AL, Prieur D, Pace N. Isolation and characterization of Thiobacillus hydrothermalis sp. nov., a mesophilic obligately chemolithotrophic bacterium isolated from a deep-sea hydrothermal vent in Fiji Basin. Arch Microbiol. 1993
132932;Acetobacterium;Acetobacterium tundrae;Acetobacterium tundrae;20.1;anaerobic;autotroph;16.83;Simankova MV, Kotsyurbenko OR, Stackebrandt E, Kostrikina NA, Lysenko AM, Osipov GA, et al. Acetobacterium tundrae sp. nov., a new psychrophilic acetogenic bacterium from tundra soil. Arch Microbiol. 2000
73913;Methanococcus;Methanococcus vulcanius;Methanococcus vulcanius;79.6;anaerobic;autotroph;0.88;Jeanthon C, Lâ€šÃ„Ã´Haridon S, Reysenbach AL, Corre E, Vernet M, Messner P, et al. Methanococcus vulcanius sp. nov., a novel hyperthermophilic methanogen isolated from East Pacific Rise, and identification of Methanococcus sp. DSM 4213Tas Methanococcus fervens sp. nov. Int J Syst Bacteriol. 1999
34092;Hydrogenobacter;Hydrogenobacter acidophilus;Hydrogenobacter acidophilus;64.8;aerobic;autotroph;1.2;Shima S, Suzuki KI. Hydrogenobacter acidophilus sp. nov., a thermoacidophilic, aerobic, hydrogen-oxidizing bacterium requiring elemental sulfur for growth. Int J Syst Bacteriol. 1993
483896;Methanobacterium;Methanobacterium kanagiense;Methanobacterium kanagiense;39.9;anaerobic;autotroph;18.06;Kitamura K, Fujita T, Akada S, Tonouchi A. Methanobacterium kanagiense sp. nov., a hydrogenotrophic methanogen, isolated from ricefield soil. Int J Syst Evol Microbiol. 2011
67760;Methanococcus;Methanococcus infernus;Methanococcus infernus;84.9;anaerobic;autotroph;0.72;Jeanthon C, Lâ€šÃ„Ã´Haridon S, Reysenbach AL, Vernet M, Messner P, Sleytr U, et al. Methanococcus infernus sp. nov., a novel hyperthermophilic lithotrophic methanogen isolated from a deep-sea hydrothermal vent. Int J Syst Bacteriol. 1998
929;Thiobacillus;Thiobacillus tepidarius;Thiobacillus tepidarius;45;aerobic;autotroph;1.98;Wood AP, Kelly DP. Physiological characteristics of a new thermophilic obligately chemolithotrophic Thiobacillus species,Thiobacillus tepidarius. Int J Syst Bacteriol. 1985
279810;Thiobacter;Thiobacter subterraneus;Thiobacter subterraneus;54.8;microaerophilic;autotroph;1.18;Hirayama H, Takai K, Inagaki F, Nealson KH, Horikoshi K. Thiobacter subterraneus gen. nov., sp. nov., an obligately chemolithoautotrophic, thermophilic, sulfur-oxidizing bacterium from a subsurface hot aquifer. Int J Syst Evol Microbiol. 2005
246264;Hydrogenivirga;Hydrogenivirga caldilitoris;Hydrogenivirga caldilitoris;75.2;aerobic;autotroph;1.43;Nakagawa S, Nakamura S, Inagaki F, Takai K, Shirai N, Sako Y. Hydrogenivirga caldilitoris gen. nov., sp. nov., a novel extremely thermophilic, hydrogen-and sulfur-oxidizing bacterium from a coastal hydrothermal field. Int J Syst Evol Microbiol. 2004
228745;Thermovibrio;Thermovibrio ammonificans;Thermovibrio ammonificans;74.8;anaerobic;autotroph;1.57;Vetriani C, Speck MD, Ellor SV, Lutz RA, Starovoytov V. Thermovibrio ammonificans sp. nov., a thermophilic, chemolithotrophic, nitrateammonifying bacterium from deep-sea hydrothermal vents. Int J Syst Evol Microbiol. 2004
155863;Methanothermococcus;Methanothermococcus okinawensis;Methanothermococcus okinawensis;62.6;anaerobic;autotroph;0.61;Takai K, Inoue A, Horikoshi K. Methanothermococcus okinawensis sp. nov., a thermophilic, methane-producing archaeon isolated from a Western Pacific deep-sea hydrothermal vent system. Int J Syst Evol Microbiol. 2002
161156;Thermodesulfobacterium;Thermodesulfobacterium hydrogeniphilum;Thermodesulfobacterium hydrogeniphilum;74.5;anaerobic;autotroph;2.16;Jeanthon C, Lâ€šÃ„Ã´Haridon S, Cueff V, Banta A, Reysenbach AL, Prieur D. Thermodesulfobacterium hydrogeniphilum sp. nov., a thermophilic, chemolithoautotrophic, sulfate-reducing bacterium isolated from a deepsea hydrothermal vent at Guaymas Basin, and emendation of the genus Thermodesulfobacterium. Int J Syst Evol Microbiol. 2002
269253;Thioreductor;Thioreductor micantisoli;Thioreductor micantisoli;32.1;anaerobic;autotroph;1.99;Nakagawa S, Inagaki F, Takai K, Horikoshi K, Sako Y. Thioreductor micantisoli gen. nov., sp. nov., a novel mesophilic, sulfurreducing chemolithoautotroph within the Å’Âµ-Proteobacteria isolated from hydrothermal sediments in the Mid-Okinawa Trough. Int J Syst Evol Microbiol. 2005
42879;Methanococcus;Methanococcus aeolicus;Methanococcus aeolicus;44.7;anaerobic;autotroph;1.15;Kendall MM, Liu Y, Sieprawska-Lupa M, Stetter KO, Whitman WB, Boone DR. Methanococcus aeolicus sp. nov., a mesophilic, methanogenic archaeon from shallow and deep marine sediments. Int J Syst Evol Microbiol. 2006
223788;Balnearium;Balnearium lithotrophicum;Balnearium lithotrophicum;75.4;anaerobic;autotroph;1.31;Takai K, Nakagawa S, Sako Y, Horikoshi K. Balnearium lithotrophicum gen. nov., sp. nov., a novel thermophilic, strictly anaerobic, hydrogenoxidizing chemolithoautotroph isolated from a black smoker chimney in the Suiyo Seamount hydrothermal system. Int J Syst Evol Microbiol. 2003
54313;Tychonema;Tychonema bourrellyi;Tychonema bourrellyi;20;aerobic;autotroph;17.51;Butterwick C, Heaney SI, Talling JF. Diversity in the influence of temperature on the growth rates of freshwater algae, and its ecological relevance. Freshw Biol. 2005
