corkrey_taxID;corkrey_genus;corkrey_species;corkrey_speciesStrain;corkrey_growthTemp;corkrey_oxygen;corkrey_trophy;corkrey_doublingH;corkrey_ref
53426;Sulfophobococcus;Sulfophobococcus zilligii;Sulfophobococcus zilligii;90.3;anaerobic;heterotroph;3.25;Hensel R, Matussek K, Michalke K, Tacke L, Tindall BJ, Kohlhoff M, et al. Sulfophobococcus zilligii gen. nov., spec. nov. a novel hyperthermophilic archaeum isolated from hot alkaline springs of Iceland. Syst Appl Microbiol. 1997
166501;Thermobaculum;Thermobaculum terrenum;Thermobaculum terrenum;66.8;aerobic;heterotroph;4.09;Botero LM, Brown KB, Brumefield S, Burr M, Castenholz RW, Young M, et al. Thermobaculum terrenum gen. nov., sp. nov.: a nonphototrophic gram-positive thermophile representing an environmental clone group related to the Chloroflexi (green non-sulfur bacteria) and Thermomicrobia. Arch Microbiol. 2004
632773;Bacillus;Bacillus beveridgei;Bacillus beveridgei;38.2;facultative;heterotroph;4.73;Baesman SM, Stolz JF, Kulp TR, Oremland RS. Enrichment and isolation of Bacillus beveridgei sp. nov., a facultative anaerobic haloalkaliphile from Mono Lake, California, that respires oxyanions of tellurium, selenium, and arsenic. Extremophiles. 2009
360411;Bellilinea;Bellilinea caldifistulae;Bellilinea caldifistulae;55;anaerobic;heterotroph;45;Yamada T, Imachi H, Ohashi A, Harada H, Hanada S, Kamagata Y, et al. Bellilinea caldifistulae gen. nov., sp. nov. and Longilinea arvoryzae gen. nov., sp. nov., strictly anaerobic, filamentous bacteria of the phylum Chloroflexi isolated from methanogenic propionate-degrading consortia. Int J Syst Evol Microbiol. 2007
360412;Longilinea;Longilinea arvoryzae;Longilinea arvoryzae;37;anaerobic;heterotroph;92;Yamada T, Imachi H, Ohashi A, Harada H, Hanada S, Kamagata Y, et al. Bellilinea caldifistulae gen. nov., sp. nov. and Longilinea arvoryzae gen. nov., sp. nov., strictly anaerobic, filamentous bacteria of the phylum Chloroflexi isolated from methanogenic propionate-degrading consortia. Int J Syst Evol Microbiol. 2007
477696;Thermogladius;Thermogladius shockii;Thermogladius shockii;85;anaerobic;heterotroph;6.04;Osburn MR, Amend JP. Thermogladius shockii gen. nov., sp. nov., a hyperthermophilic crenarchaeote from Yellowstone National Park, USA. Arch Microbiol. 2011
157784;Pseudomonas;Pseudomonas thermotolerans;Pseudomonas thermotolerans;40.3;aerobic;heterotroph;0.94;Alves MP, Rainey FA, Nobre MF, da Costa MS. Thermomonas hydrothermalis sp. nov., A New Slightly Thermophilic Å’â‰¥-Proteobacterium Isolated from a Hot Spring in Central Portugal. Syst Appl Microbiol. 2003
141949;Thermomonas;Thermomonas haemolytica;Thermomonas haemolytica;45.2;aerobic;heterotroph;0.6;Alves MP, Rainey FA, Nobre MF, da Costa MS. Thermomonas hydrothermalis sp. nov., A New Slightly Thermophilic Å’â‰¥-Proteobacterium Isolated from a Hot Spring in Central Portugal. Syst Appl Microbiol. 2003
213588;Thermomonas;Thermomonas hydrothermalis;Thermomonas hydrothermalis;50.1;aerobic;heterotroph;0.78;Alves MP, Rainey FA, Nobre MF, da Costa MS. Thermomonas hydrothermalis sp. nov., A New Slightly Thermophilic Å’â‰¥-Proteobacterium Isolated from a Hot Spring in Central Portugal. Syst Appl Microbiol. 2003
99007;Pyrobaculum;Pyrobaculum oguniense;Pyrobaculum oguniense;90.7;facultative;heterotroph;2.73;Sako Y, Nunoura T, Uchida A. Pyrobaculum oguniense sp. nov., a novel facultatively aerobic and hyperthermophilic archaeon growing at up to 97 degrees C. Int J Syst Evol Microbiol. 2001
408577;Methanobacterium;Methanobacterium veterum;Methanobacterium veterum;37.1;anaerobic;heterotroph;19.86;Krivushin KV, Shcherbakova VA, Petrovskaya LE, Rivkina EM. Methanobacterium veterum sp. nov., from ancient Siberian permafrost. Int J Syst Evol Microbiol. 2010
71518;Methanocorpusculum;Methanocorpusculum bavaricum;Methanocorpusculum bavaricum;37.3;anaerobic;heterotroph;4.59;Zellner G, Stackebrandt E, Messner P, Tindall BJ, de Macario EC, Kneifel H, et al. Methanocorpusculaceae fam. nov., represented by Methanocorpusculum parvum, Methanocorpusculum sinense spec. nov. and Methanocorpusculum bavaricum spec. nov. Arch Microbiol. 1989
105851;Acidilobus;Acidilobus aceticus;Acidilobus aceticus;84.9;anaerobic;heterotroph;2.5;Prokofeva MI, Miroshnichenko ML, Kostrikina NA, Chernyh NA, Kuznetsov BB, Tourova TP, et al. Acidilobus aceticus gen. nov., sp. nov., a novel anaerobic thermoacidophilic archaeon from continental hot vents in Kamchatka. Int J Syst Evol Microbiol. 2000
207809;Sulfolobus;Sulfolobus tengchongensis;Sulfolobus tengchongensis;85.2;aerobic;heterotroph;7.4;Xiang X, Dong X, Huang L. Sulfolobus tengchongensis sp. nov., a novel thermoacidophilic archaeon isolated from a hot spring in Tengchong, China. Extremophiles. 2003
471;Acinetobacter;Acinetobacter calcoaceticus;Acinetobacter calcoaceticus;32.9;aerobic;heterotroph;0.59;Du Preez JC, Toerien DF, Lategan PM. Growth parameters of Acinetobacter calcoaceticus on acetate and ethanol. Eur J Appl Microbiol. 1981
56956;Thermus;Thermus brockianus;Thermus brockianus;65.4;aerobic;heterotroph;1.07;Chung AP, Rainey FA, Valente M, Nobre MF, da Costa MS. Thermus igniterrae sp. nov. and Thermus antranikianii sp. nov., two new species from Iceland. Int J Syst Evol Microbiol. 2000
88189;Thermus;Thermus igniterrae;Thermus igniterrae;70.3;aerobic;heterotroph;1.14;Chung AP, Rainey FA, Valente M, Nobre MF, da Costa MS. Thermus igniterrae sp. nov. and Thermus antranikianii sp. nov., two new species from Iceland. Int J Syst Evol Microbiol. 2000
37636;Thermus;Thermus scotoductus;Thermus scotoductus;70.3;aerobic;heterotroph;1.27;Chung AP, Rainey FA, Valente M, Nobre MF, da Costa MS. Thermus igniterrae sp. nov. and Thermus antranikianii sp. nov., two new species from Iceland. Int J Syst Evol Microbiol. 2000
1482;Bacillus;Bacillus halodenitrificans;Bacillus halodenitrificans;37.8;facultative;heterotroph;1.25;Denariaz G, Payne WJ, Le Gall J. A halophilic denitrifier, Bacillus halodenitrificans sp. nov. Int J Syst Bacteriol. 1989
286152;Methanomethylovorans;Methanomethylovorans thermophila;Methanomethylovorans thermophila;50;anaerobic;heterotroph;13.86;Jiang B, Parshina SN, Van Doesburg W, Lomans BP, Stams AJM. Methanomethylovorans thermophila sp. nov., a thermophilic, methylotrophic methanogen from an anaerobic reactor fed with methanol. Int J Syst Evol Microbiol. 2005
38072;Bacillus;Bacillus infernus;Bacillus infernus;60.2;anaerobic;heterotroph;0.59;Boone DR, Liu Y, Zhao ZJ, Balkwill DL, Drake GR, Stevens TO, et al. Bacillus infernus sp. nov., an Fe (III)-and Mn (IV)-reducing anaerobe from the deep terrestrial subsurface. Int J Syst Bacteriol. 1995
52023;Thermus;Thermus chliarophilus;Thermus chliarophilus;50.5;facultative;heterotroph;1.48;Tenreiro S, Nobre MF, Da Costa MS. Thermus silvanus sp. nov. and Thermus chliarophilus sp. nov., two new species related to Thermus ruber but with lower growth temperatures. Int J Syst Bacteriol. 1995
277;Thermus;Thermus ruber;Thermus ruber;60.2;facultative;heterotroph;1.67;Tenreiro S, Nobre MF, Da Costa MS. Thermus silvanus sp. nov. and Thermus chliarophilus sp. nov., two new species related to Thermus ruber but with lower growth temperatures. Int J Syst Bacteriol. 1995
52022;Thermus;Thermus silvanus;Thermus silvanus;55.5;facultative;heterotroph;1.97;Tenreiro S, Nobre MF, Da Costa MS. Thermus silvanus sp. nov. and Thermus chliarophilus sp. nov., two new species related to Thermus ruber but with lower growth temperatures. Int J Syst Bacteriol. 1995
570267;Methanocella;Methanocella paludicola;Methanocella paludicola;36;anaerobic;heterotroph;100.8;Sakai S, Imachi H, Hanada S, Ohashi A, Harada H, Kamagata Y. Methanocella paludicola gen. nov., sp. nov., a methane-producing archaeon, the first isolate of the lineage â€šÃ„Ã²Rice Cluster Iâ€šÃ„Ã´, and proposal of the new archaeal order Methanocellales ord. nov. Int J Syst Evol Microbiol. 2008
91560;Methanomicrococcus;Methanomicrococcus blatticola;Methanomicrococcus blatticola;39.1;anaerobic;heterotroph;3.06;Sprenger WW, van Belzen MC, Rosenberg J, Hackstein JH, Keltjens JT. Methanomicrococcus blatticola gen. nov., sp. nov., a methanol-and methylamine-reducing methanogen from the hindgut of the cockroach Periplaneta americana. Int J Syst Evol Microbiol. 2000
2226;Methanococcoides;Methanococcoides methylutens;Methanococcoides methylutens;34.8;anaerobic;heterotroph;6.64;Sowers KR, Ferry JG. Isolation and characterization of a methylotrophic marine methanogen, Methanococcoides methylutens gen. nov., sp. nov. Appl Environ Microbiol. 1983
54256;Pyrodictium;Pyrodictium abyssi;Pyrodictium abyssi;96.7;anaerobic;heterotroph;0.94;Pley U, Schipka J, Gambacorta A, Jannasch HW, Fricke H, Rachel R, et al. Pyrodictium abyssi sp. nov. represents a novel heterotrophic marine archaeal hyperthermophile growing at 110 C. Syst Appl Microbiol. 1991
84032;Clostridium;Clostridium thermosuccinogenes;Clostridium thermosuccinogenes;71.6;anaerobic;heterotroph;0.87;Drent WJ, Lahpor GA, Wiegant WM, Gottschal JC. Fermentation of inulin by Clostridium thermosuccinogenes sp. nov., a thermophilic anaerobic bacterium isolated from various habitats. Appl Environ Microbiol. 1991
42419;Haloanaerobacter;Haloanaerobacter chitinovorans;Haloanaerobacter chitinovorans;45.1;anaerobic;heterotroph;2.73;Liaw HJ, Mah RA. Isolation and characterization of Haloanaerobacter chitinovorans gen. nov., sp. nov., a halophilic, anaerobic, chitinolytic bacterium from a solar saltern. Appl Environ Microbiol. 1992
425942;Magnetospirillum;Magnetospirillum bellicus;Magnetospirillum bellicus;39.9;facultative;heterotroph;1.77;Thrash JC, Ahmadi S, Torok T, Coates JD. Magnetospirillum bellicus sp. nov., a novel dissimilatory perchlorate-reducing alphaproteobacterium isolated from a bioelectrical reactor. Appl Environ Microbiol. 2010
907462;Profundimonas;Profundimonas piezophila;Profundimonas piezophila;8;facultative;heterotroph;45.7;Cao Y, Chastain RA, Eloe EA, Nogi Y, Kato C, Bartlett DH. Novel psychropiezophilic Oceanospirillales species Profundimonas piezophila gen. nov., sp. nov., isolated from the deep-sea environment of the Puerto Rico Trench. Appl Environ Microbiol. 2014
52766;Caldicellulosiruptor;Caldicellulosiruptor lactoaceticus;Caldicellulosiruptor lactoaceticus;68.2;anaerobic;heterotroph;2.28;Mladenovska Z, Mathrani IM, Ahring BK. Isolation and characterization of Caldicellulosiruptor lactoaceticus sp. nov., an extremely thermophilic, cellulolytic, anaerobic bacterium. Arch Microbiol. 1995
337005;Microcella;Microcella putealis;Microcella putealis;35.3;aerobic;heterotroph;1.94;Tiago I, Pires C, Mendes V, Morais PV, Da Costa M, VeriÃƒÃ…ssimo A. Microcella putealis gen. nov., sp. nov., a Gram-positive alkaliphilic bacterium isolated from a nonsaline alkaline groundwater. Syst Appl Microbiol. 2005
279824;Chimaereicella;Chimaereicella alkaliphila;Chimaereicella alkaliphila;29.7;aerobic;heterotroph;4.9;Tiago I, Mendes V, Pires C, Morais PV, VeriÃƒÃ…ssimo A. Chimaereicella alkaliphila gen. nov., sp. nov., a Gram-negative alkaliphilic bacterium isolated from a nonsaline alkaline groundwater. Syst Appl Microbiol. 2006
271157;Flavobacterium;Flavobacterium segetis;Flavobacterium segetis;12.9;aerobic;heterotroph;433.01;Yi H, Chun J. Flavobacterium weaverense sp. nov. and Flavobacterium segetis sp. nov., novel psychrophiles isolated from the Antarctic. Int J Syst Evol Microbiol. 2006
271156;Flavobacterium;Flavobacterium weaverense;Flavobacterium weaverense;15.6;aerobic;heterotroph;178.27;Yi H, Chun J. Flavobacterium weaverense sp. nov. and Flavobacterium segetis sp. nov., novel psychrophiles isolated from the Antarctic. Int J Syst Evol Microbiol. 2006
211668;Colwellia;Colwellia piezophila;Colwellia piezophila;10;facultative;heterotroph;4.83;Nogi Y, Hosoya S, Kato C, Horikoshi K. Colwellia piezophila sp. nov., a novel piezophilic species from deep-sea sediments of the Japan Trench. Int J Syst Evol Microbiol. 2004
43131;Clostridium;Clostridium hastiforme;Clostridium hastiforme;15;anaerobic;heterotroph;14.5;Bhadsavle CH, Shehata TE, Collins EB. Isolation and identification of psychrophilic species of Clostridium from milk. Appl Microbiol. 1972
1884585;Psychromonas;Psychromonas sp.;Psychromonas sp.;5.5;facultative;heterotroph;3;Canion A, Prakash O, Green SJ, Jahnke L, Kuypers MMM, Kostka JE. Isolation and physiological characterization of psychrophilic denitrifying bacteria from permanently cold Arctic fjord sediments (Svalbard, Norway). Environ Microbiol. 2013
50422;Shewanella;Shewanella sp.;Shewanella sp.;15.5;facultative;heterotroph;1.28;Canion A, Prakash O, Green SJ, Jahnke L, Kuypers MMM, Kostka JE. Isolation and physiological characterization of psychrophilic denitrifying bacteria from permanently cold Arctic fjord sediments (Svalbard, Norway). Environ Microbiol. 2013
1926289;Herminiimonas;Herminiimonas sp.;Herminiimonas sp.;9.2;aerobic;heterotroph;3.46;Canion A, Prakash O, Green SJ, Jahnke L, Kuypers MMM, Kostka JE. Isolation and physiological characterization of psychrophilic denitrifying bacteria from permanently cold Arctic fjord sediments (Svalbard, Norway). Environ Microbiol. 2013
1872629;Arcobacter;Arcobacter sp.;Arcobacter sp.;10.4;aerobic;heterotroph;4.46;Canion A, Prakash O, Green SJ, Jahnke L, Kuypers MMM, Kostka JE. Isolation and physiological characterization of psychrophilic denitrifying bacteria from permanently cold Arctic fjord sediments (Svalbard, Norway). Environ Microbiol. 2013
209878;Psychrobacter;Psychrobacter muriicola;Psychrobacter muriicola;17.9;aerobic;heterotroph;5.45;Shcherbakova VA, Chuvilâ€šÃ„Ã´skaya NA, Rivkina EM, Pecheritsyna SA, Suetin SV, Laurinavichius KS, et al. Novel halotolerant bacterium from cryopeg in permafrost: Description of Psychrobacter muriicola sp. nov. Microbiology. 2009
132925;Clostridium;Clostridium bowmanii;Clostridium bowmanii;11.6;anaerobic;heterotroph;2.67;Spring S, Merkhoffer B, Weiss N, Kroppenstedt RM, Hippe H, Stackebrandt E. Characterization of novel psychrophilic clostridia from an Antarctic microbial mat: description of Clostridium frigoris sp. nov., Clostridium lacusfryxellense sp. nov., Clostridium bowmanii sp. nov. and Clostridium psychrophilum sp. nov. and reclassification of Clostridium laramiense as Clostridium estertheticum subsp. laramiense subsp. nov. Int J Syst Evol Microbiol. 2003
238834;Clostridium;Clostridium estertheticum;Clostridium estertheticum;6.8;anaerobic;heterotroph;3.19;Spring S, Merkhoffer B, Weiss N, Kroppenstedt RM, Hippe H, Stackebrandt E. Characterization of novel psychrophilic clostridia from an Antarctic microbial mat: description of Clostridium frigoris sp. nov., Clostridium lacusfryxellense sp. nov., Clostridium bowmanii sp. nov. and Clostridium psychrophilum sp. nov. and reclassification of Clostridium laramiense as Clostridium estertheticum subsp. laramiense subsp. nov. Int J Syst Evol Microbiol. 2003
205327;Clostridium;Clostridium frigoris;Clostridium frigoris;5.4;anaerobic;heterotroph;2.95;Spring S, Merkhoffer B, Weiss N, Kroppenstedt RM, Hippe H, Stackebrandt E. Characterization of novel psychrophilic clostridia from an Antarctic microbial mat: description of Clostridium frigoris sp. nov., Clostridium lacusfryxellense sp. nov., Clostridium bowmanii sp. nov. and Clostridium psychrophilum sp. nov. and reclassification of Clostridium laramiense as Clostridium estertheticum subsp. laramiense subsp. nov. Int J Syst Evol Microbiol. 2003
205328;Clostridium;Clostridium lacusfryxellense;Clostridium lacusfryxellense;10.5;anaerobic;heterotroph;2.68;Spring S, Merkhoffer B, Weiss N, Kroppenstedt RM, Hippe H, Stackebrandt E. Characterization of novel psychrophilic clostridia from an Antarctic microbial mat: description of Clostridium frigoris sp. nov., Clostridium lacusfryxellense sp. nov., Clostridium bowmanii sp. nov. and Clostridium psychrophilum sp. nov. and reclassification of Clostridium laramiense as Clostridium estertheticum subsp. laramiense subsp. nov. Int J Syst Evol Microbiol. 2003
132926;Clostridium;Clostridium psychrophilum;Clostridium psychrophilum;4.5;anaerobic;heterotroph;4.82;Spring S, Merkhoffer B, Weiss N, Kroppenstedt RM, Hippe H, Stackebrandt E. Characterization of novel psychrophilic clostridia from an Antarctic microbial mat: description of Clostridium frigoris sp. nov., Clostridium lacusfryxellense sp. nov., Clostridium bowmanii sp. nov. and Clostridium psychrophilum sp. nov. and reclassification of Clostridium laramiense as Clostridium estertheticum subsp. laramiense subsp. nov. Int J Syst Evol Microbiol. 2003
1664;Arthrobacter;Arthrobacter glacialis;Arthrobacter glacialis;14.6;aerobic;heterotroph;11.11;Gounot AM. Effects of temperature on the growth of psychrophilic bacteria from glaciers. Can J Microbiol. 1976
1667;Arthrobacter;Arthrobacter sp.;Arthrobacter sp.;28.4;aerobic;heterotroph;1.83;Gounot AM. Effects of temperature on the growth of psychrophilic bacteria from glaciers. Can J Microbiol. 1976
1397;Bacillus;Bacillus circulans;Bacillus circulans;24.8;facultative;heterotroph;1.29;Shehata TE, Duran A, Collins EB. Influence of temperature on the growth of psychrophilic strains of Bacillus. J Dairy Sci. 1971
1465;Bacillus;Bacillus laterosporus;Bacillus laterosporus;36.5;facultative;heterotroph;1.93;Shehata TE, Duran A, Collins EB. Influence of temperature on the growth of psychrophilic strains of Bacillus. J Dairy Sci. 1971
218206;Desulfovibrio;Desulfovibrio capillatus;Desulfovibrio capillatus;39.4;anaerobic;heterotroph;3.21;Miranda-Tello E, Fardeau ML, FernaÃƒÃ…ndez L, RamiÃƒÃ…rez F, Cayol JL, Thomas P, et al. Desulfovibrio capillatus sp. nov., a novel sulfatereducing bacterium isolated from an oil field separator located in the Gulf of Mexico. Anaerobe. 2003
325778;Methanococcoides;Methanococcoides alaskense;Methanococcoides alaskense;25;anaerobic;heterotroph;3.86;Singh N, Kendall MM, Liu Y, Boone DR. Isolation and characterization of methylotrophic methanogens from anoxic marine sediments in Skan Bay, Alaska: description of Methanococcoides alaskense sp. nov., and emended description of Methanosarcina baltica. Int J Syst Evol Microbiol. 2005
109046;Methanosarcina;Methanosarcina baltica;Methanosarcina baltica;20;anaerobic;heterotroph;23.06;Singh N, Kendall MM, Liu Y, Boone DR. Isolation and characterization of methylotrophic methanogens from anoxic marine sediments in Skan Bay, Alaska: description of Methanococcoides alaskense sp. nov., and emended description of Methanosarcina baltica. Int J Syst Evol Microbiol. 2005
29349;Clostridium;Clostridium thermoalcaliphilum;Clostridium thermoalcaliphilum;49.5;anaerobic;heterotroph;0.32;Li Y, Engle M, Weiss N, Mandelco L, Wiegel J. Clostridium thermoalcaliphilum sp. nov., an anaerobic and thermotolerant facultative alkaliphile. Int J Syst Bacteriol. 1994
97477;Anaerobaculum;Anaerobaculum mobile;Anaerobaculum mobile;54.9;anaerobic;heterotroph;3.39;Menes RJ, MuxiÃƒÃ… L. Anaerobaculum mobile sp. nov., a novel anaerobic, moderately thermophilic, peptide-fermenting bacterium that uses crotonate as an electron acceptor, and emended description of the genus Anaerobaculum. Int J Syst Evol Microbiol. 2002
29346;Clostridium;Clostridium paradoxum;Clostridium paradoxum;55.5;anaerobic;heterotroph;0.67;Li Y, Mandelco L, Wiegel J. Isolation and characterization of a moderately thermophilic anaerobic alkaliphile, Clostridium paradoxum sp. nov. Int J Syst Bacteriol. 1993
53573;Deferribacter;Deferribacter thermophilus;Deferribacter thermophilus;59.9;anaerobic;heterotroph;1.06;Greene AC, Patel BKC, Sheehy AJ. Deferribacter thermophilus gen. nov., sp. nov., a novel thermophilic manganese-and iron-reducing bacterium isolated from a petroleum reservoir. Int J Syst Bacteriol. 1997
47055;Dethiosulfovibrio;Dethiosulfovibrio peptidovorans;Dethiosulfovibrio peptidovorans;42.1;anaerobic;heterotroph;1.76;Magot M, Ravot G, Campaignolle X, Ollivier B, Patel BK, Fardeau ML, et al. Dethiosulfovibrio peptidovorans gen. nov., sp. nov., a new anaerobic, slightly halophilic, thiosulfate-reducing bacterium from corroding offshore oil wells. Int J Syst Bacteriol. 1997
39651;Haloanaerobium;Haloanaerobium alcaliphilum;Haloanaerobium alcaliphilum;36.4;anaerobic;heterotroph;2.36;Tsai CR, Garcia JL, Patel BK, Cayol JL, Baresi L, Mah RA. Haloanaerobium alcaliphilum sp. nov., an anaerobic moderate halophile from the sediments of Great Salt Lake, Utah. Int J Syst Bacteriol. 1995
42859;Haloanaerobium;Haloanaerobium lacusroseus;Haloanaerobium lacusroseus;40;anaerobic;heterotroph;3.95;Cayol JL, Ollivier B, Patel BKC, Ageron E, Grimont P, Prensier G, et al. Haloanaerobium lacusroseus sp. nov., an extremely halophilic fermentative bacterium from the sediments of a hypersaline lake. Int J Syst Bacteriol. 1995
57487;Thermotoga;Thermotoga hypogea;Thermotoga hypogea;69.9;anaerobic;heterotroph;3.45;Fardeau ML, Ollivier B, Patel BKC, Magot M, Thomas P, Rimbault A, et al. Thermotoga hypogea sp. nov., a xylanolytic, thermophilic bacterium from an oil-producing well. Int J Syst Bacteriol. 1997
38027;Methanosarcina;Methanosarcina siciliae;Methanosarcina siciliae;35.1;anaerobic;heterotroph;5.02;Elberson MA, Sowers KR. Isolation of an aceticlastic strain of Methanosarcina siciliae from marine canyon sediments and emendation of the species description for Methanosarcina siciliae. Int J Syst Bacteriol. 1997
108007;Thermanaerovibrio;Thermanaerovibrio velox;Thermanaerovibrio velox;59.9;anaerobic;heterotroph;63.29;Zavarzina D, Zhilina T, Tourova T, Kuznetsov B, Kostrikina N, BonchOsmolovskaya E. Thermanaerovibrio velox sp. nov., a new anaerobic, thermophilic, organotrophic bacterium that reduces elemental sulfur, and emended description of the genus Thermanaerovibrio. Int J Syst Evol Microbiol. 2000
106578;Thermoanaerobacter;Thermoanaerobacter siderophilus;Thermoanaerobacter siderophilus;68.6;anaerobic;heterotroph;2.89;Slobodkin AI, Tourova TP, Kuznetsov BB, Kostrikina NA, Chernyh NA, Bonch-Osmolovskaya EA. Thermoanaerobacter siderophilus sp. nov., a novel dissimilatory Fe (III)-reducing, anaerobic, thermophilic bacterium. Int J Syst Evol Microbiol. 1999
111519;Thermoanaerobacter;Thermoanaerobacter yonseiensis;Thermoanaerobacter yonseiensis;74.9;anaerobic;heterotroph;1.06;Kim BC, Grote R, Lee DW, Antranikian G, Pyun YR. Thermoanaerobacter yonseiensis sp. nov., a novel extremely thermophilic, xyloseutilizing bacterium that grows at up to 85 degrees C. Int J Syst Evol Microbiol. 2001
161154;Thermanaeromonas;Thermanaeromonas toyohensis;Thermanaeromonas toyohensis;70;anaerobic;heterotroph;9.61;Mori K, Hanada S, Maruyama A, Marumo K. Thermanaeromonas toyohensis gen. nov., sp. nov., a novel thermophilic anaerobe isolated from a subterranean vein in the Toyoha Mines. Int J Syst Evol Microbiol. 2002
645;Aeromonas;Aeromonas salmonicida;Aeromonas salmonicida;28.2;facultative;heterotroph;8.18;Rouf MA, Rigney MM. Growth temperatures and temperature characteristics of Aeromonas. Appl Microbiol. 1971
703;Aeromonas;Aeromonas shigelloides;Aeromonas shigelloides;33.6;facultative;heterotroph;8.23;Rouf MA, Rigney MM. Growth temperatures and temperature characteristics of Aeromonas. Appl Microbiol. 1971
380392;Desulfomicrobium;Desulfomicrobium thermophilum;Desulfomicrobium thermophilum;55.2;anaerobic;heterotroph;2.32;Thevenieau F, Fardeau ML, Ollivier B, Joulian C, Baena S. Desulfomicrobium thermophilum sp. nov., a novel thermophilic sulphate-reducing bacterium isolated from a terrestrial hot spring in Colombia. Extremophiles. 2007
1409;Bacillus;Bacillus sp.;Bacillus sp.;65;aerobic;heterotroph;0.46;Wang L, Tang Y, Wang S, Liu RL, Liu MZ, Zhang Y, et al. Isolation and characterization of a novel thermophilic Bacillus strain degrading long-chain n-alkanes. Extremophiles. 2006
1516;Clostridium;Clostridium thermohydrosulfuricum;Clostridium thermohydrosulfuricum;68;anaerobic;heterotroph;0.85;Wiegel J, Ljungdahl LG, Rawson JR. Isolation from soil and properties of the extreme thermophile Clostridium thermohydrosulfuricum. J Bacteriol. 1979
688066;Kosmotoga;Kosmotoga arenicorallina;Kosmotoga arenicorallina;60.1;aerobic;heterotroph;1.73;Nunoura T, Hirai M, Imachi H, Miyazaki M, Makita H, Hirayama H, et al. Kosmotoga arenicorallina sp. nov. a thermophilic and obligately anaerobic heterotroph isolated from a shallow hydrothermal system occurring within a coral reef, southern part of the Yaeyama Archipelago, Japan, reclassification of Thermococcoides shengliensis as Kosmotoga shengliensis comb. nov., and emended description of the genus Kosmotoga. Arch Microbiol. 2010
192994;Thermomicrobium;Thermomicrobium fosteri;Thermomicrobium fosteri;60;aerobic;heterotroph;4.52;Phillips WE, Perry JJ. Thermomicrobium fosteri sp. nov., a hydrocarbon-utilizing obligate thermophile. Int J Syst Bacteriol. 1976
112900;Sporomusa;Sporomusa acidovorans;Sporomusa acidovorans;32.9;anaerobic;heterotroph;9.88;Ollivier B, Cordruwisch R, Lombardo A, Garcia JL. Isolation and characterization of Sporomusa acidovorans sp. nov., a methylotrophic homoacetogenic bacterium. Arch Microbiol. 1985
1462919;Mobilitalea;Mobilitalea sibirica;Mobilitalea sibirica;37;anaerobic;heterotroph;1;Podosokorskaya OA, Bonch-Osmolovskaya EA, Beskorovaynyy AV, Toshchakov SV, Kolganova TV, Kublanov IV. Mobilitalea sibirica gen. nov., sp. nov., a halotolerant polysaccharide-degrading bacterium. Int J Syst Evol Microbiol. 2014
28195;Thermonema;Thermonema lapsum;Thermonema lapsum;60;aerobic;heterotroph;0.67;Tenreiro S, Nobre MF, Rainey FA, Miguel C, Da Costa MS. Thermonema rossianum sp. nov., a new thermophilic and slightly halophilic species from saline hot springs in Naples, Italy. Int J Syst Bacteriol. 1997
55505;Thermonema;Thermonema rossianum;Thermonema rossianum;59.9;aerobic;heterotroph;0.41;Tenreiro S, Nobre MF, Rainey FA, Miguel C, Da Costa MS. Thermonema rossianum sp. nov., a new thermophilic and slightly halophilic species from saline hot springs in Naples, Italy. Int J Syst Bacteriol. 1997
42448;Anaerobranca;Anaerobranca horikoshii;Anaerobranca horikoshii;56.3;anaerobic;heterotroph;0.57;Engle M, Li Y, Woese C, Wiegel J. Isolation and characterization of a Novel Alkalitolerant Thermophile, Anaerobranca horikoshii gen. nov., sp. nov. Int J Syst Bacteriol. 1995
913101;Sphaerochaeta;Sphaerochaeta multiformis;Sphaerochaeta multiformis;9;anaerobic;heterotroph;12;Miyazaki M, Sakai S, Ritalahti KM, Saito Y, Yamanaka Y, Saito Y, et al. Sphaerochaeta multiformis sp. nov., an anaerobic, psychrophilic bacterium isolated from subseafloor sediment, and emended description of the genus Sphaerochaeta. Int J Syst Evol Microbiol. 2014
33957;Caloramator;Caloramator indicus;Caloramator indicus;65.3;anaerobic;heterotroph;2.07;Chrisostomos S, Patel B, Dwivedi PP, Denman SE. Caloramator indicus sp. nov., a new thermophilic anaerobic bacterium isolated from the deepseated nonvolcanically heated waters of an Indian artesian aquifer. Int J Syst Bacteriol. 1996
53422;Thermobrachium;Thermobrachium celere;Thermobrachium celere;66.8;anaerobic;heterotroph;0.21;Engle M, Li Y, Rainey F, DeBlois S, Mai V, Reichert A, et al. Thermobrachium celere gen. nov., sp. nov., a rapidly growing thermophilic, alkalitolerant, and proteolytic obligate anaerobe. Int J Syst Bacteriol. 1996
54294;Thermosyntropha;Thermosyntropha lipolytica;Thermosyntropha lipolytica;67.7;anaerobic;heterotroph;0.62;Svetlitshnyi V, Rainey F, Wiegel J. Thermosyntropha lipolytica gen. nov., sp. nov., a lipolytic, anaerobic, alkalitolerant, thermophilic bacterium utilizing short-and long-chain fatty acids in syntrophic coculture with a methanogenic archaeum. Int J Syst Bacteriol. 1996
