strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
125623;;Streptomyces;Streptomyces sp.;ST004619(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125903;;Streptomyces;Streptomyces sp.;ST015540(HKI), BI 04384;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125624;;Streptomyces;Streptomyces sp.;ST004620(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125904;;Streptomyces;Streptomyces sp.;ST015539(HKI), BI 04383;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125625;;Streptomyces;Streptomyces sp.;ST004625(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125905;;Streptomyces;Streptomyces sp.;ST015515(HKI), BI 04359;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125626;;Streptomyces;Streptomyces sp.;ST004626(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125906;;Streptomyces;Streptomyces sp.;ST015513(HKI), BI 04357;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125627;;Streptomyces;Streptomyces sp.;ST004629(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
125907;;Streptomyces;Streptomyces sp.;ST015562(HKI), BI 04406;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
