strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
120629;;Streptomyces;Streptomyces sp.;ST016519(HKI), BI 05111;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120544;;Streptomyces;Streptomyces sp.;ST023347(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120630;;Streptomyces;Streptomyces sp.;ST016130(HKI), BI 05116;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120545;;Streptomyces;Streptomyces sp.;ST026646(HKI), GT20044205;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120631;;Streptomyces;Streptomyces sp.;ST016131(HKI), BI 05117;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120546;;Streptomyces;Streptomyces sp.;ST026861(HKI), GT20024041, Lorenz Actino3, Id4356;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120632;;Streptomyces;Streptomyces sp.;ST001489(HKI), BI 05121;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120547;HKI 0060;Streptomyces;Streptomyces sp.;STH00060(ZIMET);0;Streptomyces sp.;20215;;;;;;;ß-lactamase Inhibitor;20216;;;;;;;;;;;;;;;;;;
120633;;Streptomyces;Streptomyces sp.;ST001490(HKI), BI 05122;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120548;HKI 0251;Streptomyces;Streptomyces sp.;STH00251(ZIMET), GT41225, 319/62, ST 24584;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120634;;Streptomyces;Streptomyces sp.;ST001493(HKI), BI 05125;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120549;;Streptomyces;Streptomyces sp.;ST023391(HKI), 529/84, BI 12084;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120635;;Streptomyces;Streptomyces sp.;ST001494(HKI), BI 05126;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120550;;Streptomyces;Streptomyces sp.;ST023395(HKI), 531/102, BI 12088;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120636;;Streptomyces;Streptomyces sp.;ST001497(HKI), BI 05129;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120551;;Streptomyces;Streptomyces sp.;ST023396(HKI), BI 12089;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120637;;Streptomyces;Streptomyces sp.;ST001498(HKI), BI 05130;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120552;;Streptomyces;Streptomyces sp.;ST023399(HKI), 535/157, BI 12092;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
120638;;Streptomyces;Streptomyces sp.;ST001502(HKI), BI 05134;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
