strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
165030;JCM 4908, CGMCC 4.0592, IFO 13683, NBRC 13683;Streptomyces;Streptomyces rubrolavendulae;;0;Streptomyces rubrolavendulae;20215;;;;;28;67770;;;;;;;;;;;;;;;;;Soil;67770;;
16483;DSM 42030, NBRC 105046;Streptomyces;Streptomyces rubrus;Sp080513KE-34;1;Streptomyces rubrus;20215;;;BACTO MARINE BROTH (DIFCO 2216) (DSMZ Medium 514);17546;28;17546;;;;;;;;;;;;;;;;;marine sponge, Haliclona sp.;17546;;
164992;JCM 4687, IFM 1211, KCTC 9486, NCIMB 12694, NRRL 2816;Streptomyces;Streptomyces rufochromogenes;;0;;;;;;;28;67770;Rufochromomycin;67770;;;;;;;;;;;;;;;Soil;67770;;
127946;;Streptomyces;Streptomyces rutgersensis;ST028265(HKI), i2051, GT20046028, A88/199.1;0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127947;;Streptomyces;Streptomyces rutgersensis;SF001101(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127948;;Streptomyces;Streptomyces rutgersensis;SF005055(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127949;;Streptomyces;Streptomyces rutgersensis;SF005076(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127950;;Streptomyces;Streptomyces rutgersensis;SF005584(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127951;;Streptomyces;Streptomyces rutgersensis;SF005887(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127952;;Streptomyces;Streptomyces rutgersensis;SF005721(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127953;;Streptomyces;Streptomyces rutgersensis;SF005743(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127954;;Streptomyces;Streptomyces rutgersensis;SF005096(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127955;;Streptomyces;Streptomyces rutgersensis;SF004293(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127956;;Streptomyces;Streptomyces rutgersensis;SF001815(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127957;;Streptomyces;Streptomyces rutgersensis;SF002036(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127958;;Streptomyces;Streptomyces rutgersensis;SF004490(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127959;;Streptomyces;Streptomyces rutgersensis;SF003732(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127960;;Streptomyces;Streptomyces rutgersensis;SF001035(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
127961;;Streptomyces;Streptomyces rutgersensis;SF005053(FSU);0;Streptomyces diastaticus;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
15571;DSM 40077, AS 4.1853, ATCC 19809, ATCC 3350, CBS 138.20, CBS 562.68, ETH 17541, ETH 28343, IFO 12819, IMRU 3350, ISP 5077, JCM 4082, JCM 4608, KCC S-0082, KCC S-0608, NBRC 12819, NRRL B-1256, RIA 1089, BCRC 13670, BCRC 13701, CCM 3196, CGMCC 4.1853, HAMBI 1038, HUT 6069, IFM 1033, IFO 3419, IFO 3727, IMET 43501, LMG 8568, MTCC 6921, NBRC 3419, NBRC 3727, NRRL B-2102, RIA 410, VKM Ac-1877;Streptomyces;Streptomyces rutgersensis subsp. rutgersensis;;1;Streptomyces diastaticus;20215;;;GYM STREPTOMYCES MEDIUM (DSMZ Medium 65);9290;28;9290;Antibiotic agent;20216;;;;;;;;;;;;;;;soil;9290;GCA_011170105;66792
