strains.ID_strains;strains.Culture collection no.;strains.Genus;strains.Species;strains.Strain Designation;strains.Type strain;strains_tax_PNU.Species;strains_tax_PNU.ID_reference;colony_morphology.Incubation period;colony_morphology.ID_reference;culture_medium.Culture medium;culture_medium.ID_reference;culture_temp.Temperature;culture_temp.ID_reference;compound_production.Name of produced compound;compound_production.ID_reference;oxygen_tolerance.Oxygen tolerance;oxygen_tolerance.ID_reference;nutrition_type.Nutrition type;nutrition_type.ID_reference;met_util.Metabolite;met_util.ID_reference;met_production.Metabolite;met_production.Production;met_production.ID_reference;met_test.Metabolite;met_test.ID_reference;enzymes.Enzyme;enzymes.Enzyme activity;enzymes.ID_reference;origin.Sample type/isolated from;origin.ID_reference;sequence_genomes.Seq. accession number;sequence_genomes.ID_reference
110771;;Streptomyces;Streptomyces sp.;ST006374(HKI), 6a/7;0;Streptomyces sp.;20215;;;;;;;Heptaenic antibiotic;20216;;;;;;;;;;;;;;;;;;
110588;;Streptomyces;Streptomyces sp.;ST004970(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110772;;Streptomyces;Streptomyces sp.;ST006377(HKI), 13a/2;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110589;;Streptomyces;Streptomyces sp.;ST004971(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110773;;Streptomyces;Streptomyces sp.;ST006378(HKI), 13a/4;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110590;;Streptomyces;Streptomyces sp.;ST004972(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110774;;Streptomyces;Streptomyces sp.;ST006379(HKI), 13a/11;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110591;;Streptomyces;Streptomyces sp.;ST004973(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110775;;Streptomyces;Streptomyces sp.;ST006382(HKI), 18a/14;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110592;;Streptomyces;Streptomyces sp.;ST004974(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110776;;Streptomyces;Streptomyces sp.;ST006386(HKI), 23a/15;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110593;;Streptomyces;Streptomyces sp.;ST004977(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110777;;Streptomyces;Streptomyces sp.;ST006387(HKI), 23a/28;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110594;;Streptomyces;Streptomyces sp.;ST004978(HKI);0;Streptomyces sp.;20215;;;;;;;wide-spectrum antibiotic agent;20216;;;;;;;;;;;;;;;;;;
110778;;Streptomyces;Streptomyces sp.;ST006390(HKI), 23a/36;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110595;;Streptomyces;Streptomyces sp.;ST004979(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110779;;Streptomyces;Streptomyces sp.;ST006391(HKI), 23a/38;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110596;;Streptomyces;Streptomyces sp.;ST004980(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110780;;Streptomyces;Streptomyces sp.;ST006394(HKI), 23a/95;0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
110597;;Streptomyces;Streptomyces sp.;ST004981(HKI);0;Streptomyces sp.;20215;;;;;;;;;;;;;;;;;;;;;;;;;;
