key;GCA;GCF;larger
2898;2421;2488;GCF
2899;3376;3418;GCF
2900;3851;3958;GCF
2901;3942;3791;GCA
2902;3871;3864;GCA
2903;3826;3733;GCA
2904;4041;4062;GCF
2905;4119;3988;GCA
2906;3367;3424;GCF
2907;3100;3116;GCF
2908;3398;3391;GCA
2909;2892;2910;GCF
2910;1940;1951;GCF
2911;1918;1945;GCF
2912;6116;6098;GCA
2913;3497;3410;GCA
2914;2870;2793;GCA
2915;5147;5365;GCF
2916;2998;3027;GCF
2917;3133;3139;GCF
2918;6379;6399;GCF
2919;3295;3342;GCF
2920;3303;3175;GCA
2921;3804;3722;GCA
2922;2299;2310;GCF
2923;2677;2650;GCA
2924;2609;2533;GCA
2925;2233;2137;GCA
2926;2615;2721;GCF
2927;2769;2742;GCA
2928;2742;2807;GCF
2929;2582;2689;GCF
2930;2618;2717;GCF
2931;2384;2332;GCA
2932;2676;2625;GCA
2933;3645;3757;GCF
2934;3743;3726;GCA
2935;2071;2029;GCA
2936;5681;5718;GCF
2937;7440;7446;GCF
2938;1342;1306;GCA
2939;1442;1475;GCF
2940;1872;1834;GCA
2941;1911;1857;GCA
2942;1912;1884;GCA
2943;1796;1735;GCA
2944;2019;2020;GCF
2945;2204;2161;GCA
2946;2577;2524;GCA
2947;1983;1972;GCA
2948;2080;1955;GCA
2949;1998;1924;GCA
2950;2056;2045;GCA
2951;2147;2026;GCA
2952;1664;1720;GCF
2953;1638;1578;GCA
2954;2033;1783;GCA
2955;1619;1651;GCF
2956;1403;1413;GCF
2957;1933;1935;GCF
2958;2201;2030;GCA
2959;2034;1863;GCA
2960;2068;1940;GCA
2961;1937;1904;GCA
2962;2116;2037;GCA
2963;1943;1744;GCA
2964;1830;1734;GCA
2965;1745;1675;GCA
2966;1775;1695;GCA
2967;1654;1646;GCA
2968;1950;1935;GCA
2969;1960;1809;GCA
2970;2009;1556;GCA
2971;1908;1825;GCA
2972;2174;2135;GCA
2973;1992;1875;GCA
2974;1946;1921;GCA
2975;2030;1869;GCA
2976;1970;1788;GCA
2977;2082;1648;GCA
2978;1913;1870;GCA
2979;2203;2020;GCA
2980;1946;1892;GCA
2981;1851;1749;GCA
2982;2308;2291;GCA
2983;5143;5495;GCF
2984;7416;7156;GCA
2985;8624;8376;GCA
2986;5622;5416;GCA
2987;6328;5978;GCA
2988;8419;7847;GCA
2989;6872;6878;GCF
2990;7066;6862;GCA
2991;7322;7480;GCF
2992;7679;7254;GCA
2993;7296;6997;GCA
2994;6749;6343;GCA
2995;8385;8247;GCA
2996;7493;7136;GCA
2997;8438;8614;GCF
2998;8907;8951;GCF
2999;5733;5462;GCA
3000;8616;8314;GCA
3001;5395;4997;GCA
3002;6832;6813;GCA
3003;7980;8094;GCF
3004;6925;6806;GCA
3005;8475;7989;GCA
3006;10162;9716;GCA
3007;6648;6437;GCA
3008;8681;8447;GCA
3009;6784;6444;GCA
3010;7011;6950;GCA
3011;7955;7904;GCA
3012;9857;9316;GCA
3013;7370;7061;GCA
3014;6701;6526;GCA
3015;5767;5813;GCF
3016;6861;6561;GCA
3017;8180;7637;GCA
3018;8382;8044;GCA
3019;5975;6282;GCF
3020;6125;6099;GCA
3021;8640;8312;GCA
3022;5684;5495;GCA
3023;8080;8079;GCA
3024;6183;5879;GCA
3025;5436;5239;GCA
3026;8809;8809;same
3027;5874;5411;GCA
3028;5068;4908;GCA
3029;6427;6434;GCF
3030;5286;5098;GCA
3031;7356;7894;GCF
3032;7891;6961;GCA
3033;5490;5160;GCA
3034;6256;6276;GCF
3035;6873;6455;GCA
3036;8079;7705;GCA
3037;3974;4074;GCF
3038;3779;3833;GCF
3039;3386;3143;GCA
3040;2169;2002;GCA
3041;2287;2260;GCA
3042;2253;2224;GCA
3043;4171;3961;GCA
3044;3900;3789;GCA
3045;3554;3343;GCA
3046;3558;3510;GCA
3047;4081;3700;GCA
3048;3609;3493;GCA
3049;3437;3407;GCA
3050;3677;3702;GCF
3051;3121;3121;same
3052;2276;2197;GCA
3053;2798;2783;GCA
3054;2672;2659;GCA
3055;1632;1643;GCF
3056;2317;2386;GCF
3057;2180;2197;GCF
3058;2113;2057;GCA
3059;2355;2347;GCA
3060;2691;2474;GCA
3061;4297;4253;GCA
3062;3141;3349;GCF
3063;3433;3363;GCA
3064;3804;3458;GCA
3065;4035;3992;GCA
3066;3700;3884;GCF
3067;1577;1552;GCA
3068;5355;5386;GCF
3069;2925;2892;GCA
3070;3127;3114;GCA
3071;3123;3061;GCA
3072;3011;3039;GCF
3073;2876;2929;GCF
3074;3101;3101;same
3075;2661;2648;GCA
3076;6059;5769;GCA
3077;3091;3028;GCA
3078;2256;2256;same
3079;2599;2659;GCF
3080;2690;2552;GCA
3081;2637;2639;GCF
3082;3032;2938;GCA
3083;2758;2700;GCA
3084;2068;2103;GCF
3085;3371;3359;GCA
3086;4085;3956;GCA
3087;3230;3532;GCF
3088;3715;3634;GCA
3089;3712;3741;GCF
3090;4245;3886;GCA
3091;2873;2899;GCF
3092;3015;3042;GCF
3093;3263;3458;GCF
3094;2296;2296;same
3095;2912;2847;GCA
3096;2896;2903;GCF
3097;3083;3137;GCF
3098;2483;2452;GCA
3099;2476;2449;GCA
3100;2439;2446;GCF
3101;3282;3102;GCA
3102;4312;4197;GCA
3103;3978;3914;GCA
3104;4066;3874;GCA
3105;5553;5481;GCA
3106;4979;4983;GCF
3107;4032;3924;GCA
3108;3833;3805;GCA
3109;4376;4420;GCF
3110;5461;6214;GCF
3111;3213;3253;GCF
3112;3713;3934;GCF
3113;4070;3960;GCA
3114;4351;4287;GCA
3115;3541;3472;GCA
3116;3307;3319;GCF
3117;3158;3161;GCF
3118;2327;2208;GCA
3119;2243;2173;GCA
3120;2392;2366;GCA
3121;2253;2324;GCF
3122;2381;2328;GCA
3123;10306;9737;GCA
3124;1938;1935;GCA
3125;2618;2550;GCA
3126;2017;2057;GCF
3127;1463;1483;GCF
3128;2117;2168;GCF
3129;2195;2207;GCF
3130;2147;2168;GCF
3131;1453;1705;GCF
3132;1753;1738;GCA
3133;1523;1523;same
3134;1413;1413;same
3135;2964;2898;GCA
3136;4575;4673;GCF
3137;1564;1572;GCF
3138;1387;1395;GCF
3139;1875;1861;GCA
3140;2224;2160;GCA
3141;2332;2194;GCA
3142;4142;4074;GCA
3143;3566;3516;GCA
3144;4049;4058;GCF
3145;3690;3751;GCF
3146;3260;3194;GCA
3147;2570;2564;GCA
3148;3299;3323;GCF
3149;3767;3726;GCA
3150;4483;4474;GCA
3151;2535;2526;GCA
3152;6376;6326;GCA
3153;3035;2952;GCA
3154;2751;2740;GCA
3155;2789;2815;GCF
3156;2446;2334;GCA
3157;2193;2183;GCA
3158;2815;2774;GCA
3159;6501;6492;GCA
3160;5257;5268;GCF
3161;5407;5253;GCA
3162;5983;5977;GCA
3163;4579;4467;GCA
3164;4497;4365;GCA
3165;3870;3795;GCA
3166;4410;4257;GCA
3167;4212;4154;GCA
3168;4798;4706;GCA
3169;1821;1792;GCA
3170;1984;2050;GCF
3171;4617;4773;GCF
3172;4556;4504;GCA
3173;4274;4401;GCF
3174;4628;4749;GCF
3175;4379;4388;GCF
3176;4452;4665;GCF
3177;4397;4311;GCA
3178;5233;5022;GCA
3179;3366;3326;GCA
3180;2414;2395;GCA
3181;3849;3814;GCA
3182;3329;3321;GCA
3183;4143;4133;GCA
3184;5719;5618;GCA
3185;3359;3359;same
3186;5704;5646;GCA
3187;3553;3830;GCF
3188;2766;2797;GCF
3189;2004;2086;GCF
3190;1780;1805;GCF
3191;2321;2313;GCA
3192;2680;2711;GCF
3193;2360;2369;GCF
3194;2901;2891;GCA
3195;1964;1968;GCF
3196;2199;2216;GCF
3197;3658;3746;GCF
3198;4739;4718;GCA
3199;4098;4095;GCA
3200;4169;4184;GCF
3201;5721;5751;GCF
3202;2812;2789;GCA
3203;1809;1806;GCA
3204;1929;1925;GCA
3205;2296;2280;GCA
3206;1828;1801;GCA
3207;1951;1927;GCA
3208;2413;2495;GCF
3209;6178;5970;GCA
3210;1637;1640;GCF
3211;4598;4530;GCA
3212;4756;4677;GCA
3213;3477;3448;GCA
3214;3997;3956;GCA
3215;3972;4057;GCF
3216;3469;3446;GCA
3217;3915;3887;GCA
3218;5094;5070;GCA
3219;5339;4853;GCA
3220;4550;4626;GCF
3221;4462;4382;GCA
3222;3604;3675;GCF
3223;4112;4037;GCA
3224;4163;4148;GCA
3225;3827;3769;GCA
3226;3873;3821;GCA
3227;3541;3624;GCF
3228;3330;3282;GCA
3229;3898;3858;GCA
3230;4058;4095;GCF
3231;4350;4344;GCA
3232;4285;4148;GCA
3233;4695;4592;GCA
3234;4635;4384;GCA
3235;7324;4747;GCA
3236;2518;2533;GCF
3237;4555;4541;GCA
3238;3915;3756;GCA
3239;3713;3751;GCF
3240;4387;4116;GCA
3241;3967;3999;GCF
3242;4154;4143;GCA
3243;3788;3803;GCF
3244;3970;3935;GCA
3245;3650;3625;GCA
3246;4253;4413;GCF
3247;3734;3718;GCA
3248;10485;10238;GCA
3249;4221;4262;GCF
3250;4275;4424;GCF
3251;2077;2075;GCA
3252;2117;2170;GCF
3253;1740;1722;GCA
3254;2299;2280;GCA
3255;2142;2143;GCF
3256;2087;2088;GCF
3257;2023;2009;GCA
3258;1511;1511;same
3259;1795;1788;GCA
3260;1920;1893;GCA
3261;4066;3943;GCA
3262;2983;3001;GCF
3263;5111;4957;GCA
3264;4076;4076;same
3265;6025;5871;GCA
3266;4716;4735;GCF
3267;4112;4058;GCA
3268;3658;3423;GCA
3269;2123;2115;GCA
3270;3398;3362;GCA
3271;2814;2800;GCA
3272;3169;3143;GCA
3273;3571;3523;GCA
3274;1979;1980;GCF
3275;2909;2872;GCA
3276;4800;4800;same
3277;4021;3207;GCA
3278;4269;4210;GCA
3279;3757;3364;GCA
3280;3544;3222;GCA
3281;3869;3945;GCF
3282;3474;3371;GCA
3283;4199;4210;GCF
3284;3511;3512;GCF
3285;5238;5264;GCF
3286;3287;3295;GCF
3287;4192;4088;GCA
3288;4103;3818;GCA
3289;3529;3509;GCA
3290;4272;4186;GCA
3291;3924;3925;GCF
3292;4784;4594;GCA
3293;4152;4152;same
3294;3878;3767;GCA
3295;4135;4167;GCF
3296;3273;3268;GCA
3297;4536;4157;GCA
3298;3294;3255;GCA
3299;3816;3759;GCA
3300;3511;3474;GCA
3301;3188;3161;GCA
3302;4407;4463;GCF
3303;2926;2897;GCA
3304;4690;4746;GCF
3305;3712;3760;GCF
3306;3264;3274;GCF
3307;1748;1726;GCA
